year,territory_raw,territory_level,metric,value
2013,Пловдив,district,total,6484.0
2013,Пловдив,district,urban,4962.0
2013,Пловдив,district,rural,1522.0
2013,Разград,district,total,998.0
2013,Разград,district,urban,428.0
2013,Разград,district,rural,570.0
2013,Русе,district,total,1847.0
2013,Русе,district,urban,1435.0
2013,Русе,district,rural,412.0
2013,Силистра,district,total,1025.0
2013,Силистра,district,urban,409.0
2013,Силистра,district,rural,616.0
2013,Сливен,district,total,2347.0
2013,Сливен,district,urban,1370.0
2013,Сливен,district,rural,977.0
2013,Смолян,district,total,769.0
2013,Смолян,district,urban,491.0
2013,Смолян,district,rural,278.0
2013,София (столица),district,total,13107.0
2013,София (столица),district,urban,12652.0
2013,София (столица),district,rural,455.0
2013,София,district,total,1996.0
2013,София,district,urban,1353.0
2013,София,district,rural,643.0
2013,Стара Загора,district,total,3139.0
2013,Стара Загора,district,urban,2231.0
2013,Стара Загора,district,rural,908.0
2013,Търговище,district,total,1105.0
2013,Търговище,district,urban,516.0
2013,Търговище,district,rural,589.0
2013,Хасково,district,total,2096.0
2013,Хасково,district,urban,1579.0
2013,Хасково,district,rural,517.0
2013,Шумен,district,total,1781.0
2013,Шумен,district,urban,1093.0
2013,Шумен,district,rural,688.0
2013,Ямбол,district,total,1271.0
2013,Ямбол,district,urban,941.0
2013,Ямбол,district,rural,330.0
2014,България,country,total,67585.0
2014,България,country,urban,50704.0
2014,България,country,rural,16881.0
2014,Благоевград,district,total,2950.0
2014,Благоевград,district,urban,1875.0
2014,Благоевград,district,rural,1075.0
2014,Бургас,district,total,4211.0
2014,Бургас,district,urban,3113.0
2014,Бургас,district,rural,1098.0
2014,Варна,district,total,4667.0
2014,Варна,district,urban,3942.0
2014,Варна,district,rural,725.0
2014,Велико Търново,district,total,2187.0
2014,Велико Търново,district,urban,1616.0
2014,Велико Търново,district,rural,571.0
2014,Видин,district,total,658.0
2014,Видин,district,urban,472.0
2014,Видин,district,rural,186.0
2014,Враца,district,total,1502.0
2014,Враца,district,urban,868.0
2014,Враца,district,rural,634.0
2014,Габрово,district,total,775.0
2014,Габрово,district,urban,646.0
2014,Габрово,district,rural,129.0
2014,Добрич,district,total,1562.0
2014,Добрич,district,urban,1016.0
2014,Добрич,district,rural,546.0
2014,Кърджали,district,total,1423.0
2014,Кърджали,district,urban,664.0
2014,Кърджали,district,rural,759.0
2014,Кюстендил,district,total,986.0
2014,Кюстендил,district,urban,786.0
2014,Кюстендил,district,rural,200.0
2014,Ловеч,district,total,1068.0
2014,Ловеч,district,urban,707.0
2014,Ловеч,district,rural,361.0
2014,Монтана,district,total,1187.0
2014,Монтана,district,urban,798.0
2014,Монтана,district,rural,389.0
2014,Пазарджик,district,total,2592.0
2014,Пазарджик,district,urban,1672.0
2014,Пазарджик,district,rural,920.0
2014,Перник,district,total,939.0
2014,Перник,district,urban,803.0
2014,Перник,district,rural,136.0
2014,Плевен,district,total,2232.0
2014,Плевен,district,urban,1434.0
2014,Плевен,district,rural,798.0
2014,Пловдив,district,total,6636.0
2014,Пловдив,district,urban,5104.0
