dataset,year,residence_group,female_age_group,male_age_group,value,source_file,sheet_name
marriages_age_matrix,2017,В градовете,30 - 34,50 - 59,46.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,30 - 34,60 +,4.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,total,2096.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,20 - 24,15.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,25 - 29,90.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,30 - 34,297.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,35 - 39,768.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,40 - 49,818.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,50 - 59,98.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,35 - 39,60 +,9.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,total,2052.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,18 - 19,2.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,20 - 24,7.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,25 - 29,29.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,30 - 34,77.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,35 - 39,209.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,40 - 49,1205.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,50 - 59,439.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,40 - 49,60 +,84.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,50 - 59,total,562.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,50 - 59,25 - 29,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,50 - 59,30 - 34,4.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,50 - 59,35 - 39,14.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,50 - 59,40 - 49,86.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,50 - 59,50 - 59,278.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,50 - 59,60 +,179.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,60 +,total,217.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,60 +,40 - 49,4.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,60 +,50 - 59,22.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В градовете,60 +,60 +,191.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,Под 18,total,240.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,Под 18,под 18,7.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,Под 18,18 - 19,36.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,Под 18,20 - 24,146.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,Под 18,25 - 29,45.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,Под 18,30 - 34,6.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,18 - 19,total,484.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,18 - 19,под 18,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,18 - 19,18 - 19,51.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,18 - 19,20 - 24,251.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,18 - 19,25 - 29,139.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,18 - 19,30 - 34,36.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,18 - 19,35 - 39,5.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,18 - 19,40 - 49,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,total,2061.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,под 18,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,18 - 19,34.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,20 - 24,662.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,25 - 29,1018.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,30 - 34,283.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,35 - 39,51.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,40 - 49,9.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,50 - 59,2.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,20 - 24,60 +,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,total,1852.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,20 - 24,119.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,25 - 29,830.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,30 - 34,669.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,35 - 39,178.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,40 - 49,49.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,50 - 59,3.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,25 - 29,60 +,3.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,30 - 34,total,976.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,30 - 34,20 - 24,20.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,30 - 34,25 - 29,113.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,30 - 34,30 - 34,385.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,30 - 34,35 - 39,320.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,30 - 34,40 - 49,123.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,30 - 34,50 - 59,13.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,30 - 34,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,35 - 39,total,602.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,35 - 39,20 - 24,5.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,35 - 39,25 - 29,24.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,35 - 39,30 - 34,82.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,35 - 39,35 - 39,201.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,35 - 39,40 - 49,269.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,35 - 39,50 - 59,17.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,35 - 39,60 +,4.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,40 - 49,total,589.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,40 - 49,20 - 24,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,40 - 49,25 - 29,14.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,40 - 49,30 - 34,21.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,40 - 49,35 - 39,69.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,40 - 49,40 - 49,346.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,40 - 49,50 - 59,117.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,40 - 49,60 +,21.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,50-59,total,174.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,50-59,25 - 29,1.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,50-59,35 - 39,6.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,50-59,40 - 49,30.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,50-59,50 - 59,82.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,50-59,60 +,55.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,60 +,total,79.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,60 +,50 - 59,10.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2017,В селата,60 +,60 +,69.0,Pop_4.1.2._Marriages_DR.xlsx,2017
marriages_age_matrix,2018,Общо за страната,Под 18,total,619.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,Под 18,под 18,28.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,Под 18,18 - 19,165.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,Под 18,20 - 24,326.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,Под 18,25 - 29,81.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,Под 18,30 - 34,14.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,Под 18,35 - 39,5.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,total,1503.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,под 18,4.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,18 - 19,175.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,20 - 24,829.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,25 - 29,404.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,30 - 34,66.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,35 - 39,20.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,40 - 49,3.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,18 - 19,50 - 59,2.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,total,5647.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,18 - 19,62.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,20 - 24,1600.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,25 - 29,2786.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,30 - 34,938.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,35 - 39,179.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,40 - 49,74.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,50 - 59,6.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,20 - 24,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,total,9036.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,18 - 19,9.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,20 - 24,484.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,25 - 29,4120.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,30 - 34,3240.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,35 - 39,887.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,40 - 49,272.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,50 - 59,22.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,25 - 29,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,total,5269.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,18 - 19,3.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,20 - 24,87.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,25 - 29,688.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,30 - 34,2245.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,35 - 39,1509.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,40 - 49,666.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,50 - 59,63.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,30 - 34,60 +,8.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,total,2805.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,18 - 19,4.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,20 - 24,22.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,25 - 29,100.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,30 - 34,423.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,35 - 39,982.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,40 - 49,1147.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,50 - 59,112.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,35 - 39,60 +,15.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,40 - 49,total,2915.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,40 - 49,20 - 24,8.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,40 - 49,25 - 29,48.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,40 - 49,30 - 34,142.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,40 - 49,35 - 39,306.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,40 - 49,40 - 49,1688.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,40 - 49,50 - 59,590.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,40 - 49,60 +,133.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,50 - 59,total,836.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,50 - 59,20 - 24,2.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,50 - 59,25 - 29,3.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,50 - 59,30 - 34,7.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,50 - 59,35 - 39,11.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,50 - 59,40 - 49,138.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,50 - 59,50 - 59,388.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,50 - 59,60 +,287.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,60 +,total,331.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,60 +,40 - 49,3.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,60 +,50 - 59,36.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,Общо за страната,60 +,60 +,292.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,Под 18,total,394.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,Под 18,под 18,16.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,Под 18,18 - 19,114.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,Под 18,20 - 24,201.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,Под 18,25 - 29,53.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,Под 18,30 - 34,7.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,Под 18,35 - 39,3.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,total,889.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,под 18,4.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,18 - 19,95.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,20 - 24,512.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,25 - 29,223.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,30 - 34,41.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,35 - 39,10.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,40 - 49,3.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,18 - 19,50 - 59,1.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,total,3701.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,18 - 19,39.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,20 - 24,967.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,25 - 29,1805.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,30 - 34,684.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,35 - 39,144.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,40 - 49,56.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,50 - 59,4.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,20 - 24,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,total,7046.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,18 - 19,7.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,20 - 24,334.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,25 - 29,3191.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,30 - 34,2575.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,35 - 39,702.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,40 - 49,218.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,50 - 59,17.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,25 - 29,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,total,4216.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,20 - 24,66.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,25 - 29,540.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,30 - 34,1850.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,35 - 39,1166.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,40 - 49,540.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,50 - 59,48.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,30 - 34,60 +,5.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,total,2125.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,18 - 19,3.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,20 - 24,17.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,25 - 29,70.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,30 - 34,323.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,35 - 39,761.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,40 - 49,854.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,50 - 59,86.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,35 - 39,60 +,11.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,40 - 49,total,2240.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,40 - 49,20 - 24,6.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,40 - 49,25 - 29,34.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,40 - 49,30 - 34,115.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,40 - 49,35 - 39,246.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,40 - 49,40 - 49,1271.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,40 - 49,50 - 59,459.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,40 - 49,60 +,109.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,50 - 59,total,621.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,50 - 59,20 - 24,2.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,50 - 59,25 - 29,3.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,50 - 59,30 - 34,6.0,Pop_4.1.2._Marriages_DR.xlsx,2018
marriages_age_matrix,2018,В градовете,50 - 59,35 - 39,7.0,Pop_4.1.2._Marriages_DR.xlsx,2018
