dataset,year,residence_group,female_age_group,male_age_group,value,source_file,sheet_name
marriages_age_matrix,2012,Общо за страната,50 - 59,60 +,166.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,Общо за страната,60 +,total,249.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,Общо за страната,60 +,40 - 49,2.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,Общо за страната,60 +,50 - 59,19.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,Общо за страната,60 +,60 +,228.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,Под 18,total,242.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,Под 18,под 18,7.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,Под 18,18 - 19,50.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,Под 18,20 - 24,154.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,Под 18,25 - 29,26.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,Под 18,30 - 34,2.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,Под 18,35 - 39,2.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,Под 18,40 - 49,1.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,total,518.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,под 18,2.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,18 - 19,45.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,20 - 24,279.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,25 - 29,140.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,30 - 34,41.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,35 - 39,6.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,40 - 49,3.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,18 - 19,50 - 59,2.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,total,4207.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,18 - 19,24.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,20 - 24,1092.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,25 - 29,2095.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,30 - 34,779.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,35 - 39,175.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,40 - 49,31.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,50 - 59,8.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,20 - 24,60 +,3.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,total,6003.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,18 - 19,5.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,20 - 24,266.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,25 - 29,2976.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,30 - 34,1982.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,35 - 39,606.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,40 - 49,146.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,50 - 59,19.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,25 - 29,60 +,3.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,30 - 34,total,2676.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,30 - 34,20 - 24,37.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,30 - 34,25 - 29,377.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,30 - 34,30 - 34,1146.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,30 - 34,35 - 39,740.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,30 - 34,40 - 49,327.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,30 - 34,50 - 59,42.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,30 - 34,60 +,7.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,35 - 39,total,1288.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,35 - 39,20 - 24,12.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,35 - 39,25 - 29,64.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,35 - 39,30 - 34,235.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,35 - 39,35 - 39,447.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,35 - 39,40 - 49,452.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,35 - 39,50 - 59,64.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,35 - 39,60 +,14.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,40 - 49,total,902.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,40 - 49,20 - 24,5.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,40 - 49,25 - 29,9.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,40 - 49,30 - 34,44.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,40 - 49,35 - 39,127.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,40 - 49,40 - 49,434.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,40 - 49,50 - 59,227.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,40 - 49,60 +,56.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,50 - 59,total,354.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,50 - 59,25 - 29,5.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,50 - 59,30 - 34,3.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,50 - 59,35 - 39,8.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,50 - 59,40 - 49,33.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,50 - 59,50 - 59,181.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,50 - 59,60 +,124.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,60 +,total,167.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,60 +,40 - 49,1.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,60 +,50 - 59,11.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В градовете,60 +,60 +,155.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,Под 18,total,134.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,Под 18,под 18,3.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,Под 18,18 - 19,20.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,Под 18,20 - 24,90.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,Под 18,25 - 29,14.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,Под 18,30 - 34,6.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,Под 18,35 - 39,1.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,18 - 19,total,463.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,18 - 19,18 - 19,30.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,18 - 19,20 - 24,265.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,18 - 19,25 - 29,136.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,18 - 19,30 - 34,29.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,18 - 19,35 - 39,3.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,20 - 24,total,1838.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,20 - 24,18 - 19,13.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,20 - 24,20 - 24,659.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,20 - 24,25 - 29,858.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,20 - 24,30 - 34,255.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,20 - 24,35 - 39,45.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,20 - 24,40 - 49,8.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,total,1193.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,18 - 19,2.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,20 - 24,89.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,25 - 29,570.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,30 - 34,375.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,35 - 39,118.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,40 - 49,32.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,50 - 59,4.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,25 - 29,60 +,3.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,total,523.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,20 - 24,8.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,25 - 29,63.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,30 - 34,216.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,35 - 39,173.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,40 - 49,51.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,50 - 59,9.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,30 - 34,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,35 - 39,total,294.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,35 - 39,20 - 24,1.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,35 - 39,25 - 29,8.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,35 - 39,30 - 34,51.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,35 - 39,35 - 39,101.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,35 - 39,40 - 49,115.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,35 - 39,50 - 59,18.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,40 - 49,total,190.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,40 - 49,25 - 29,2.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,40 - 49,30 - 34,9.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,40 - 49,35 - 39,19.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,40 - 49,40 - 49,90.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,40 - 49,50 - 59,59.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,40 - 49,60 +,11.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,50 - 59,total,93.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,50 - 59,40 - 49,3.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,50 - 59,50 - 59,48.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,50 - 59,60 +,42.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,60 +,total,82.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,60 +,40 - 49,1.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,60 +,50 - 59,8.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2012,В селата,60 +,60 +,73.0,Pop_4.1.2._Marriages_DR.xlsx,2012
marriages_age_matrix,2013,Общо за страната,Под 18,total,385.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,Под 18,под 18,20.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,Под 18,18 - 19,74.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,Под 18,20 - 24,220.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,Под 18,25 - 29,61.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,Под 18,30 - 34,9.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,Под 18,35 - 39,1.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,18 - 19,total,984.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,18 - 19,под 18,3.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,18 - 19,18 - 19,81.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,18 - 19,20 - 24,552.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,18 - 19,25 - 29,276.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,18 - 19,30 - 34,57.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,18 - 19,35 - 39,10.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,18 - 19,40 - 49,5.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,total,5846.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,под 18,2.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,18 - 19,50.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,20 - 24,1764.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,25 - 29,2827.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,30 - 34,947.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,35 - 39,194.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,40 - 49,56.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,50 - 59,5.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,20 - 24,60 +,1.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,total,7707.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,18 - 19,5.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,20 - 24,360.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,25 - 29,3744.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,30 - 34,2633.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,35 - 39,732.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,40 - 49,209.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,50 - 59,22.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,25 - 29,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,total,3328.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,18 - 19,2.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,20 - 24,34.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,25 - 29,496.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,30 - 34,1407.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,35 - 39,969.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,40 - 49,373.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,50 - 59,38.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,30 - 34,60 +,9.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,35 - 39,total,1729.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,35 - 39,20 - 24,14.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,35 - 39,25 - 29,69.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,35 - 39,30 - 34,263.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,35 - 39,35 - 39,688.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,35 - 39,40 - 49,576.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,35 - 39,50 - 59,96.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,35 - 39,60 +,23.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,40 - 49,total,1230.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,40 - 49,20 - 24,6.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,40 - 49,25 - 29,18.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,40 - 49,30 - 34,58.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,40 - 49,35 - 39,157.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,40 - 49,40 - 49,611.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,40 - 49,50 - 59,307.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,40 - 49,60 +,73.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,50 - 59,total,446.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,50 - 59,30 - 34,5.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,50 - 59,35 - 39,6.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,50 - 59,40 - 49,58.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,50 - 59,50 - 59,192.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,50 - 59,60 +,185.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,60 +,total,288.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,60 +,35 - 39,1.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,60 +,40 - 49,7.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,60 +,50 - 59,29.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,Общо за страната,60 +,60 +,251.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,Под 18,total,220.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,Под 18,под 18,11.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,Под 18,18 - 19,50.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,Под 18,20 - 24,127.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,Под 18,25 - 29,27.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,Под 18,30 - 34,5.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,18 - 19,total,560.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,18 - 19,под 18,2.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,18 - 19,18 - 19,54.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,18 - 19,20 - 24,301.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,18 - 19,25 - 29,154.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,18 - 19,30 - 34,37.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,18 - 19,35 - 39,7.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,18 - 19,40 - 49,5.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,total,4035.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,под 18,1.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,18 - 19,36.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,20 - 24,1134.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,25 - 29,1964.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,30 - 34,701.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,35 - 39,150.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,40 - 49,44.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,50 - 59,4.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,20 - 24,60 +,1.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,25 - 29,total,6463.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,25 - 29,18 - 19,3.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,25 - 29,20 - 24,275.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,25 - 29,25 - 29,3146.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,25 - 29,30 - 34,2204.0,Pop_4.1.2._Marriages_DR.xlsx,2013
marriages_age_matrix,2013,В градовете,25 - 29,35 - 39,630.0,Pop_4.1.2._Marriages_DR.xlsx,2013
