year,territory_raw,territory_level,measure,value
2015,Плевен,oblast,20 - 24,580.0
2015,Плевен,oblast,25 - 29,650.0
2015,Плевен,oblast,30 - 34,444.0
2015,Плевен,oblast,35 - 39,221.0
2015,Плевен,oblast,40 - 44,46.0
2015,Плевен,oblast,45 +,8.0
2015,Пловдив,oblast,Общо,6668.0
2015,Пловдив,oblast,Възраст на майката | под 20,671.0
2015,Пловдив,oblast,20 - 24,1301.0
2015,Пловдив,oblast,25 - 29,2171.0
2015,Пловдив,oblast,30 - 34,1614.0
2015,Пловдив,oblast,35 - 39,780.0
2015,Пловдив,oblast,40 - 44,120.0
2015,Пловдив,oblast,45 +,11.0
2015,Разград,oblast,Общо,961.0
2015,Разград,oblast,Възраст на майката | под 20,75.0
2015,Разград,oblast,20 - 24,297.0
2015,Разград,oblast,25 - 29,299.0
2015,Разград,oblast,30 - 34,197.0
2015,Разград,oblast,35 - 39,75.0
2015,Разград,oblast,40 - 44,16.0
2015,Разград,oblast,45 +,2.0
2015,Русе,oblast,Общо,1778.0
2015,Русе,oblast,Възраст на майката | под 20,114.0
2015,Русе,oblast,20 - 24,388.0
2015,Русе,oblast,25 - 29,606.0
2015,Русе,oblast,30 - 34,436.0
2015,Русе,oblast,35 - 39,196.0
2015,Русе,oblast,40 - 44,35.0
2015,Русе,oblast,45 +,3.0
2015,Силистра,oblast,Общо,956.0
2015,Силистра,oblast,Възраст на майката | под 20,102.0
2015,Силистра,oblast,20 - 24,281.0
2015,Силистра,oblast,25 - 29,307.0
2015,Силистра,oblast,30 - 34,183.0
2015,Силистра,oblast,35 - 39,67.0
2015,Силистра,oblast,40 - 44,14.0
2015,Силистра,oblast,45 +,2.0
2015,Сливен,oblast,Общо,2413.0
2015,Сливен,oblast,Възраст на майката | под 20,659.0
2015,Сливен,oblast,20 - 24,653.0
2015,Сливен,oblast,25 - 29,549.0
2015,Сливен,oblast,30 - 34,368.0
2015,Сливен,oblast,35 - 39,149.0
2015,Сливен,oblast,40 - 44,32.0
2015,Сливен,oblast,45 +,3.0
2015,Смолян,oblast,Общо,735.0
2015,Смолян,oblast,Възраст на майката | под 20,17.0
2015,Смолян,oblast,20 - 24,160.0
2015,Смолян,oblast,25 - 29,264.0
2015,Смолян,oblast,30 - 34,205.0
2015,Смолян,oblast,35 - 39,77.0
2015,Смолян,oblast,40 - 44,10.0
2015,Смолян,oblast,45 +,2.0
2015,София (столица),oblast,Общо,13452.0
2015,София (столица),oblast,Възраст на майката | под 20,357.0
2015,София (столица),oblast,20 - 24,1260.0
2015,София (столица),oblast,25 - 29,4063.0
2015,София (столица),oblast,30 - 34,4561.0
2015,София (столица),oblast,35 - 39,2582.0
2015,София (столица),oblast,40 - 44,551.0
2015,София (столица),oblast,45 +,76.0
2015,София (столица),oblast,непоказана,2.0
2015,София,oblast,Общо,1946.0
2015,София,oblast,Възраст на майката | под 20,249.0
2015,София,oblast,20 - 24,503.0
2015,София,oblast,25 - 29,588.0
2015,София,oblast,30 - 34,390.0
2015,София,oblast,35 - 39,173.0
2015,София,oblast,40 - 44,37.0
2015,София,oblast,45 +,6.0
2015,Стара Загора,oblast,Общо,3083.0
2015,Стара Загора,oblast,Възраст на майката | под 20,425.0
2015,Стара Загора,oblast,20 - 24,669.0
2015,Стара Загора,oblast,25 - 29,950.0
2015,Стара Загора,oblast,30 - 34,668.0
2015,Стара Загора,oblast,35 - 39,312.0
2015,Стара Загора,oblast,40 - 44,52.0
2015,Стара Загора,oblast,45 +,7.0
2015,Търговище,oblast,Общо,1081.0
2015,Търговище,oblast,Възраст на майката | под 20,117.0
2015,Търговище,oblast,20 - 24,288.0
2015,Търговище,oblast,25 - 29,333.0
2015,Търговище,oblast,30 - 34,239.0
2015,Търговище,oblast,35 - 39,87.0
2015,Търговище,oblast,40 - 44,16.0
2015,Търговище,oblast,45 +,1.0
2015,Хасково,oblast,Общо,2164.0
2015,Хасково,oblast,Възраст на майката | под 20,319.0
2015,Хасково,oblast,20 - 24,498.0
2015,Хасково,oblast,25 - 29,621.0
2015,Хасково,oblast,30 - 34,465.0
2015,Хасково,oblast,35 - 39,224.0
2015,Хасково,oblast,40 - 44,34.0
2015,Хасково,oblast,45 +,3.0
2015,Шумен,oblast,Общо,1600.0
2015,Шумен,oblast,Възраст на майката | под 20,150.0
2015,Шумен,oblast,20 - 24,401.0
2015,Шумен,oblast,25 - 29,527.0
2015,Шумен,oblast,30 - 34,343.0
2015,Шумен,oblast,35 - 39,149.0
2015,Шумен,oblast,40 - 44,30.0
2015,Ямбол,oblast,Общо,1156.0
2015,Ямбол,oblast,Възраст на майката | под 20,208.0
2015,Ямбол,oblast,20 - 24,298.0
2015,Ямбол,oblast,25 - 29,331.0
2015,Ямбол,oblast,30 - 34,206.0
2015,Ямбол,oblast,35 - 39,98.0
2015,Ямбол,oblast,40 - 44,14.0
2015,Ямбол,oblast,45 +,1.0
2016,Общо за страната,country,Общо,64984.0
2016,Общо за страната,country,Възраст на майката | под 20,6031.0
2016,Общо за страната,country,20 - 24,12341.0
2016,Общо за страната,country,25 - 29,20315.0
2016,Общо за страната,country,30 - 34,16530.0
2016,Общо за страната,country,35 - 39,7837.0
2016,Общо за страната,country,40 - 44,1731.0
2016,Общо за страната,country,45 +,198.0
2016,Общо за страната,country,непоказана,1.0
2016,Благоевград,oblast,Общо,2836.0
2016,Благоевград,oblast,Възраст на майката | под 20,211.0
2016,Благоевград,oblast,20 - 24,600.0
2016,Благоевград,oblast,25 - 29,1008.0
2016,Благоевград,oblast,30 - 34,676.0
2016,Благоевград,oblast,35 - 39,275.0
2016,Благоевград,oblast,40 - 44,58.0
2016,Благоевград,oblast,45 +,8.0
2016,Бургас,oblast,Общо,3951.0
2016,Бургас,oblast,Възраст на майката | под 20,419.0
2016,Бургас,oblast,20 - 24,779.0
2016,Бургас,oblast,25 - 29,1256.0
2016,Бургас,oblast,30 - 34,1004.0
2016,Бургас,oblast,35 - 39,380.0
2016,Бургас,oblast,40 - 44,103.0
2016,Бургас,oblast,45 +,10.0
2016,Варна,oblast,Общо,4524.0
2016,Варна,oblast,Възраст на майката | под 20,273.0
2016,Варна,oblast,20 - 24,685.0
2016,Варна,oblast,25 - 29,1447.0
2016,Варна,oblast,30 - 34,1311.0
2016,Варна,oblast,35 - 39,678.0
2016,Варна,oblast,40 - 44,119.0
2016,Варна,oblast,45 +,11.0
2016,Велико Търново,oblast,Общо,2141.0
2016,Велико Търново,oblast,Възраст на майката | под 20,161.0
2016,Велико Търново,oblast,20 - 24,396.0
2016,Велико Търново,oblast,25 - 29,764.0
2016,Велико Търново,oblast,30 - 34,528.0
2016,Велико Търново,oblast,35 - 39,244.0
2016,Велико Търново,oblast,40 - 44,44.0
2016,Велико Търново,oblast,45 +,4.0
2016,Видин,oblast,Общо,556.0
2016,Видин,oblast,Възраст на майката | под 20,93.0
2016,Видин,oblast,20 - 24,127.0
2016,Видин,oblast,25 - 29,179.0
2016,Видин,oblast,30 - 34,97.0
2016,Видин,oblast,35 - 39,47.0
2016,Видин,oblast,40 - 44,9.0
2016,Видин,oblast,45 +,4.0
2016,Враца,oblast,Общо,1453.0
2016,Враца,oblast,Възраст на майката | под 20,161.0
2016,Враца,oblast,20 - 24,404.0
2016,Враца,oblast,25 - 29,443.0
2016,Враца,oblast,30 - 34,285.0
2016,Враца,oblast,35 - 39,128.0
2016,Враца,oblast,40 - 44,32.0
2016,Габрово,oblast,Общо,727.0
2016,Габрово,oblast,Възраст на майката | под 20,34.0
2016,Габрово,oblast,20 - 24,146.0
2016,Габрово,oblast,25 - 29,231.0
2016,Габрово,oblast,30 - 34,190.0
2016,Габрово,oblast,35 - 39,104.0
2016,Габрово,oblast,40 - 44,21.0
2016,Габрово,oblast,45 +,1.0
2016,Добрич,oblast,Общо,1466.0
2016,Добрич,oblast,Възраст на майката | под 20,164.0
2016,Добрич,oblast,20 - 24,344.0
2016,Добрич,oblast,25 - 29,439.0
2016,Добрич,oblast,30 - 34,345.0
2016,Добрич,oblast,35 - 39,140.0
2016,Добрич,oblast,40 - 44,32.0
2016,Добрич,oblast,45 +,2.0
2016,Кърджали,oblast,Общо,1399.0
2016,Кърджали,oblast,Възраст на майката | под 20,94.0
2016,Кърджали,oblast,20 - 24,304.0
2016,Кърджали,oblast,25 - 29,502.0
2016,Кърджали,oblast,30 - 34,359.0
2016,Кърджали,oblast,35 - 39,118.0
2016,Кърджали,oblast,40 - 44,21.0
2016,Кърджали,oblast,45 +,1.0
2016,Кюстендил,oblast,Общо,859.0
2016,Кюстендил,oblast,Възраст на майката | под 20,82.0
2016,Кюстендил,oblast,20 - 24,185.0
2016,Кюстендил,oblast,25 - 29,284.0
2016,Кюстендил,oblast,30 - 34,185.0
2016,Кюстендил,oblast,35 - 39,92.0
2016,Кюстендил,oblast,40 - 44,28.0
2016,Кюстендил,oblast,45 +,3.0
2016,Ловеч,oblast,Общо,964.0
2016,Ловеч,oblast,Възраст на майката | под 20,147.0
2016,Ловеч,oblast,20 - 24,234.0
2016,Ловеч,oblast,25 - 29,283.0
2016,Ловеч,oblast,30 - 34,200.0
2016,Ловеч,oblast,35 - 39,78.0
2016,Ловеч,oblast,40 - 44,22.0
2016,Монтана,oblast,Общо,1106.0
2016,Монтана,oblast,Възраст на майката | под 20,191.0
2016,Монтана,oblast,20 - 24,297.0
2016,Монтана,oblast,25 - 29,326.0
2016,Монтана,oblast,30 - 34,182.0
2016,Монтана,oblast,35 - 39,84.0
2016,Монтана,oblast,40 - 44,23.0
2016,Монтана,oblast,45 +,3.0
2016,Пазарджик,oblast,Общо,2403.0
2016,Пазарджик,oblast,Възраст на майката | под 20,380.0
2016,Пазарджик,oblast,20 - 24,595.0
2016,Пазарджик,oblast,25 - 29,763.0
2016,Пазарджик,oblast,30 - 34,449.0
2016,Пазарджик,oblast,35 - 39,169.0
2016,Пазарджик,oblast,40 - 44,39.0
2016,Пазарджик,oblast,45 +,8.0
2016,Перник,oblast,Общо,950.0
2016,Перник,oblast,Възраст на майката | под 20,57.0
2016,Перник,oblast,20 - 24,178.0
2016,Перник,oblast,25 - 29,306.0
2016,Перник,oblast,30 - 34,268.0
2016,Перник,oblast,35 - 39,114.0
2016,Перник,oblast,40 - 44,27.0
2016,Плевен,oblast,Общо,2182.0
2016,Плевен,oblast,Възраст на майката | под 20,258.0
2016,Плевен,oblast,20 - 24,543.0
2016,Плевен,oblast,25 - 29,699.0
2016,Плевен,oblast,30 - 34,437.0
2016,Плевен,oblast,35 - 39,191.0
2016,Плевен,oblast,40 - 44,51.0
2016,Плевен,oblast,45 +,3.0
2016,Пловдив,oblast,Общо,6363.0
2016,Пловдив,oblast,Възраст на майката | под 20,605.0
2016,Пловдив,oblast,20 - 24,1201.0
2016,Пловдив,oblast,25 - 29,1976.0
2016,Пловдив,oblast,30 - 34,1623.0
2016,Пловдив,oblast,35 - 39,769.0
2016,Пловдив,oblast,40 - 44,170.0
2016,Пловдив,oblast,45 +,19.0
2016,Разград,oblast,Общо,932.0
2016,Разград,oblast,Възраст на майката | под 20,89.0
2016,Разград,oblast,20 - 24,249.0
2016,Разград,oblast,25 - 29,305.0
2016,Разград,oblast,30 - 34,194.0
2016,Разград,oblast,35 - 39,86.0
2016,Разград,oblast,40 - 44,7.0
2016,Разград,oblast,45 +,2.0
2016,Русе,oblast,Общо,1772.0
2016,Русе,oblast,Възраст на майката | под 20,113.0
2016,Русе,oblast,20 - 24,351.0
2016,Русе,oblast,25 - 29,621.0
2016,Русе,oblast,30 - 34,432.0
2016,Русе,oblast,35 - 39,218.0
2016,Русе,oblast,40 - 44,34.0
2016,Русе,oblast,45 +,3.0
2016,Силистра,oblast,Общо,997.0
2016,Силистра,oblast,Възраст на майката | под 20,111.0
2016,Силистра,oblast,20 - 24,263.0
2016,Силистра,oblast,25 - 29,328.0
2016,Силистра,oblast,30 - 34,205.0
2016,Силистра,oblast,35 - 39,72.0
2016,Силистра,oblast,40 - 44,12.0
2016,Силистра,oblast,45 +,6.0
2016,Сливен,oblast,Общо,2327.0
2016,Сливен,oblast,Възраст на майката | под 20,596.0
2016,Сливен,oblast,20 - 24,579.0
2016,Сливен,oblast,25 - 29,563.0
2016,Сливен,oblast,30 - 34,373.0
2016,Сливен,oblast,35 - 39,174.0
2016,Сливен,oblast,40 - 44,37.0
2016,Сливен,oblast,45 +,5.0
2016,Смолян,oblast,Общо,778.0
2016,Смолян,oblast,Възраст на майката | под 20,29.0
2016,Смолян,oblast,20 - 24,150.0
2016,Смолян,oblast,25 - 29,290.0
2016,Смолян,oblast,30 - 34,210.0
2016,Смолян,oblast,35 - 39,84.0
2016,Смолян,oblast,40 - 44,10.0
2016,Смолян,oblast,45 +,5.0
2016,София (столица),oblast,Общо,13489.0
2016,София (столица),oblast,Възраст на майката | под 20,340.0
2016,София (столица),oblast,20 - 24,1209.0
2016,София (столица),oblast,25 - 29,4042.0
2016,София (столица),oblast,30 - 34,4633.0
2016,София (столица),oblast,35 - 39,2581.0
2016,София (столица),oblast,40 - 44,614.0
2016,София (столица),oblast,45 +,69.0
2016,София (столица),oblast,непоказана,1.0
2016,София,oblast,Общо,2045.0
2016,София,oblast,Възраст на майката | под 20,243.0
2016,София,oblast,20 - 24,525.0
2016,София,oblast,25 - 29,604.0
2016,София,oblast,30 - 34,431.0
2016,София,oblast,35 - 39,195.0
2016,София,oblast,40 - 44,39.0
2016,София,oblast,45 +,8.0
2016,Стара Загора,oblast,Общо,3025.0
2016,Стара Загора,oblast,Възраст на майката | под 20,444.0
2016,Стара Загора,oblast,20 - 24,576.0
2016,Стара Загора,oblast,25 - 29,888.0
2016,Стара Загора,oblast,30 - 34,715.0
2016,Стара Загора,oblast,35 - 39,304.0
2016,Стара Загора,oblast,40 - 44,89.0
2016,Стара Загора,oblast,45 +,9.0
2016,Търговище,oblast,Общо,971.0
2016,Търговище,oblast,Възраст на майката | под 20,100.0
2016,Търговище,oblast,20 - 24,266.0
2016,Търговище,oblast,25 - 29,302.0
2016,Търговище,oblast,30 - 34,201.0
2016,Търговище,oblast,35 - 39,84.0
2016,Търговище,oblast,40 - 44,14.0
2016,Търговище,oblast,45 +,4.0
2016,Хасково,oblast,Общо,2033.0
2016,Хасково,oblast,Възраст на майката | под 20,246.0
2016,Хасково,oblast,20 - 24,504.0
2016,Хасково,oblast,25 - 29,626.0
2016,Хасково,oblast,30 - 34,447.0
2016,Хасково,oblast,35 - 39,177.0
2016,Хасково,oblast,40 - 44,30.0
2016,Хасково,oblast,45 +,3.0
2016,Шумен,oblast,Общо,1568.0
2016,Шумен,oblast,Възраст на майката | под 20,137.0
2016,Шумен,oblast,20 - 24,378.0
2016,Шумен,oblast,25 - 29,522.0
2016,Шумен,oblast,30 - 34,351.0
2016,Шумен,oblast,35 - 39,153.0
2016,Шумен,oblast,40 - 44,23.0
2016,Шумен,oblast,45 +,4.0
2016,Ямбол,oblast,Общо,1167.0
2016,Ямбол,oblast,Възраст на майката | под 20,253.0
2016,Ямбол,oblast,20 - 24,273.0
2016,Ямбол,oblast,25 - 29,318.0
2016,Ямбол,oblast,30 - 34,199.0
2016,Ямбол,oblast,35 - 39,98.0
2016,Ямбол,oblast,40 - 44,23.0
2016,Ямбол,oblast,45 +,3.0
2017,Общо за страната,country,Общо,63955.0
2017,Общо за страната,country,Възраст на майката | под 20,6038.0
2017,Общо за страната,country,20 - 24,11690.0
2017,Общо за страната,country,25 - 29,19565.0
2017,Общо за страната,country,30 - 34,16586.0
2017,Общо за страната,country,35 - 39,7986.0
2017,Общо за страната,country,40 - 44,1874.0
2017,Общо за страната,country,45 +,215.0
2017,Общо за страната,country,непоказана,1.0
2017,Благоевград,oblast,Общо,2702.0
2017,Благоевград,oblast,Възраст на майката | под 20,193.0
2017,Благоевград,oblast,20 - 24,529.0
2017,Благоевград,oblast,25 - 29,975.0
2017,Благоевград,oblast,30 - 34,659.0
2017,Благоевград,oblast,35 - 39,279.0
2017,Благоевград,oblast,40 - 44,62.0
2017,Благоевград,oblast,45 +,5.0
2017,Бургас,oblast,Общо,3913.0
2017,Бургас,oblast,Възраст на майката | под 20,368.0
2017,Бургас,oblast,20 - 24,752.0
2017,Бургас,oblast,25 - 29,1235.0
2017,Бургас,oblast,30 - 34,999.0
2017,Бургас,oblast,35 - 39,440.0
2017,Бургас,oblast,40 - 44,101.0
2017,Бургас,oblast,45 +,18.0
2017,Варна,oblast,Общо,4413.0
2017,Варна,oblast,Възраст на майката | под 20,273.0
2017,Варна,oblast,20 - 24,630.0
2017,Варна,oblast,25 - 29,1373.0
2017,Варна,oblast,30 - 34,1320.0
2017,Варна,oblast,35 - 39,661.0
2017,Варна,oblast,40 - 44,137.0
2017,Варна,oblast,45 +,19.0
2017,Велико Търново,oblast,Общо,2087.0
2017,Велико Търново,oblast,Възраст на майката | под 20,175.0
2017,Велико Търново,oblast,20 - 24,402.0
2017,Велико Търново,oblast,25 - 29,661.0
2017,Велико Търново,oblast,30 - 34,543.0
2017,Велико Търново,oblast,35 - 39,237.0
2017,Велико Търново,oblast,40 - 44,64.0
2017,Велико Търново,oblast,45 +,5.0
2017,Видин,oblast,Общо,572.0
2017,Видин,oblast,Възраст на майката | под 20,90.0
2017,Видин,oblast,20 - 24,139.0
2017,Видин,oblast,25 - 29,177.0
2017,Видин,oblast,30 - 34,110.0
2017,Видин,oblast,35 - 39,49.0
2017,Видин,oblast,40 - 44,6.0
2017,Видин,oblast,45 +,1.0
2017,Враца,oblast,Общо,1320.0
2017,Враца,oblast,Възраст на майката | под 20,134.0
2017,Враца,oblast,20 - 24,362.0
2017,Враца,oblast,25 - 29,416.0
2017,Враца,oblast,30 - 34,261.0
2017,Враца,oblast,35 - 39,111.0
2017,Враца,oblast,40 - 44,35.0
2017,Враца,oblast,45 +,1.0
2017,Габрово,oblast,Общо,727.0
2017,Габрово,oblast,Възраст на майката | под 20,50.0
2017,Габрово,oblast,20 - 24,136.0
2017,Габрово,oblast,25 - 29,219.0
2017,Габрово,oblast,30 - 34,190.0
2017,Габрово,oblast,35 - 39,106.0
2017,Габрово,oblast,40 - 44,26.0
2017,Добрич,oblast,Общо,1400.0
2017,Добрич,oblast,Възраст на майката | под 20,170.0
2017,Добрич,oblast,20 - 24,301.0
2017,Добрич,oblast,25 - 29,415.0
2017,Добрич,oblast,30 - 34,340.0
2017,Добрич,oblast,35 - 39,144.0
2017,Добрич,oblast,40 - 44,30.0
2017,Кърджали,oblast,Общо,1372.0
2017,Кърджали,oblast,Възраст на майката | под 20,84.0
2017,Кърджали,oblast,20 - 24,293.0
2017,Кърджали,oblast,25 - 29,499.0
2017,Кърджали,oblast,30 - 34,356.0
2017,Кърджали,oblast,35 - 39,121.0
2017,Кърджали,oblast,40 - 44,17.0
2017,Кърджали,oblast,45 +,2.0
2017,Кюстендил,oblast,Общо,877.0
2017,Кюстендил,oblast,Възраст на майката | под 20,85.0
2017,Кюстендил,oblast,20 - 24,164.0
2017,Кюстендил,oblast,25 - 29,292.0
2017,Кюстендил,oblast,30 - 34,209.0
2017,Кюстендил,oblast,35 - 39,97.0
2017,Кюстендил,oblast,40 - 44,28.0
2017,Кюстендил,oblast,45 +,2.0
2017,Ловеч,oblast,Общо,1009.0
2017,Ловеч,oblast,Възраст на майката | под 20,137.0
2017,Ловеч,oblast,20 - 24,248.0
2017,Ловеч,oblast,25 - 29,307.0
2017,Ловеч,oblast,30 - 34,202.0
2017,Ловеч,oblast,35 - 39,86.0
2017,Ловеч,oblast,40 - 44,26.0
2017,Ловеч,oblast,45 +,3.0
2017,Монтана,oblast,Общо,1019.0
2017,Монтана,oblast,Възраст на майката | под 20,156.0
2017,Монтана,oblast,20 - 24,257.0
2017,Монтана,oblast,25 - 29,309.0
2017,Монтана,oblast,30 - 34,201.0
2017,Монтана,oblast,35 - 39,73.0
2017,Монтана,oblast,40 - 44,21.0
2017,Монтана,oblast,45 +,2.0
2017,Пазарджик,oblast,Общо,2347.0
2017,Пазарджик,oblast,Възраст на майката | под 20,383.0
2017,Пазарджик,oblast,20 - 24,583.0
2017,Пазарджик,oblast,25 - 29,682.0
2017,Пазарджик,oblast,30 - 34,450.0
2017,Пазарджик,oblast,35 - 39,198.0
2017,Пазарджик,oblast,40 - 44,49.0
2017,Пазарджик,oblast,45 +,2.0
2017,Перник,oblast,Общо,922.0
2017,Перник,oblast,Възраст на майката | под 20,45.0
2017,Перник,oblast,20 - 24,184.0
2017,Перник,oblast,25 - 29,306.0
2017,Перник,oblast,30 - 34,250.0
2017,Перник,oblast,35 - 39,106.0
2017,Перник,oblast,40 - 44,29.0
2017,Перник,oblast,45 +,1.0
2017,Перник,oblast,непоказана,1.0
2017,Плевен,oblast,Общо,2112.0
2017,Плевен,oblast,Възраст на майката | под 20,270.0
2017,Плевен,oblast,20 - 24,497.0
2017,Плевен,oblast,25 - 29,603.0
2017,Плевен,oblast,30 - 34,462.0
2017,Плевен,oblast,35 - 39,224.0
2017,Плевен,oblast,40 - 44,55.0
2017,Плевен,oblast,45 +,1.0
2017,Пловдив,oblast,Общо,6410.0
2017,Пловдив,oblast,Възраст на майката | под 20,668.0
2017,Пловдив,oblast,20 - 24,1114.0
2017,Пловдив,oblast,25 - 29,2033.0
2017,Пловдив,oblast,30 - 34,1627.0
2017,Пловдив,oblast,35 - 39,778.0
2017,Пловдив,oblast,40 - 44,178.0
2017,Пловдив,oblast,45 +,12.0
2017,Разград,oblast,Общо,882.0
2017,Разград,oblast,Възраст на майката | под 20,85.0
2017,Разград,oblast,20 - 24,254.0
2017,Разград,oblast,25 - 29,278.0
2017,Разград,oblast,30 - 34,180.0
2017,Разград,oblast,35 - 39,71.0
2017,Разград,oblast,40 - 44,14.0
2017,Русе,oblast,Общо,1688.0
2017,Русе,oblast,Възраст на майката | под 20,122.0
2017,Русе,oblast,20 - 24,303.0
2017,Русе,oblast,25 - 29,558.0
2017,Русе,oblast,30 - 34,456.0
2017,Русе,oblast,35 - 39,202.0
2017,Русе,oblast,40 - 44,39.0
2017,Русе,oblast,45 +,8.0
2017,Силистра,oblast,Общо,928.0
2017,Силистра,oblast,Възраст на майката | под 20,119.0
2017,Силистра,oblast,20 - 24,232.0
2017,Силистра,oblast,25 - 29,309.0
2017,Силистра,oblast,30 - 34,175.0
2017,Силистра,oblast,35 - 39,80.0
2017,Силистра,oblast,40 - 44,12.0
2017,Силистра,oblast,45 +,1.0
2017,Сливен,oblast,Общо,2372.0
2017,Сливен,oblast,Възраст на майката | под 20,619.0
2017,Сливен,oblast,20 - 24,631.0
2017,Сливен,oblast,25 - 29,577.0
2017,Сливен,oblast,30 - 34,334.0
2017,Сливен,oblast,35 - 39,166.0
2017,Сливен,oblast,40 - 44,37.0
2017,Сливен,oblast,45 +,8.0
2017,Смолян,oblast,Общо,741.0
2017,Смолян,oblast,Възраст на майката | под 20,22.0
2017,Смолян,oblast,20 - 24,132.0
2017,Смолян,oblast,25 - 29,257.0
2017,Смолян,oblast,30 - 34,214.0
2017,Смолян,oblast,35 - 39,98.0
2017,Смолян,oblast,40 - 44,14.0
2017,Смолян,oblast,45 +,4.0
2017,София (столица),oblast,Общо,13597.0
2017,София (столица),oblast,Възраст на майката | под 20,339.0
2017,София (столица),oblast,20 - 24,1178.0
2017,София (столица),oblast,25 - 29,3990.0
2017,София (столица),oblast,30 - 34,4714.0
2017,София (столица),oblast,35 - 39,2622.0
2017,София (столица),oblast,40 - 44,660.0
2017,София (столица),oblast,45 +,94.0
2017,София,oblast,Общо,1968.0
2017,София,oblast,Възраст на майката | под 20,255.0
2017,София,oblast,20 - 24,466.0
2017,София,oblast,25 - 29,584.0
2017,София,oblast,30 - 34,428.0
2017,София,oblast,35 - 39,176.0
2017,София,oblast,40 - 44,57.0
2017,София,oblast,45 +,2.0
2017,Стара Загора,oblast,Общо,3067.0
2017,Стара Загора,oblast,Възраст на майката | под 20,465.0
2017,Стара Загора,oblast,20 - 24,608.0
2017,Стара Загора,oblast,25 - 29,883.0
2017,Стара Загора,oblast,30 - 34,705.0
2017,Стара Загора,oblast,35 - 39,323.0
2017,Стара Загора,oblast,40 - 44,74.0
2017,Стара Загора,oblast,45 +,9.0
2017,Търговище,oblast,Общо,938.0
2017,Търговище,oblast,Възраст на майката | под 20,91.0
2017,Търговище,oblast,20 - 24,210.0
2017,Търговище,oblast,25 - 29,310.0
2017,Търговище,oblast,30 - 34,212.0
2017,Търговище,oblast,35 - 39,91.0
2017,Търговище,oblast,40 - 44,19.0
2017,Търговище,oblast,45 +,5.0
2017,Хасково,oblast,Общо,2027.0
2017,Хасково,oblast,Възраст на майката | под 20,284.0
2017,Хасково,oblast,20 - 24,463.0
2017,Хасково,oblast,25 - 29,556.0
2017,Хасково,oblast,30 - 34,461.0
2017,Хасково,oblast,35 - 39,218.0
2017,Хасково,oblast,40 - 44,36.0
2017,Хасково,oblast,45 +,9.0
2017,Шумен,oblast,Общо,1409.0
2017,Шумен,oblast,Възраст на майката | под 20,121.0
2017,Шумен,oblast,20 - 24,367.0
2017,Шумен,oblast,25 - 29,422.0
2017,Шумен,oblast,30 - 34,322.0
2017,Шумен,oblast,35 - 39,149.0
2017,Шумен,oblast,40 - 44,27.0
2017,Шумен,oblast,45 +,1.0
2017,Ямбол,oblast,Общо,1136.0
2017,Ямбол,oblast,Възраст на майката | под 20,235.0
2017,Ямбол,oblast,20 - 24,255.0
2017,Ямбол,oblast,25 - 29,339.0
2017,Ямбол,oblast,30 - 34,206.0
2017,Ямбол,oblast,35 - 39,80.0
2017,Ямбол,oblast,40 - 44,21.0
2018,Общо за страната,country,Общо,62197.0
2018,Общо за страната,country,Възраст на майката | под 20,6191.0
2018,Общо за страната,country,20 - 24,10625.0
2018,Общо за страната,country,25 - 29,18644.0
2018,Общо за страната,country,30 - 34,16770.0
2018,Общо за страната,country,35 - 39,7825.0
2018,Общо за страната,country,40 - 44,1917.0
2018,Общо за страната,country,45 +,222.0
2018,Общо за страната,country,непоказана,3.0
2018,Благоевград,oblast,Общо,2676.0
2018,Благоевград,oblast,Възраст на майката | под 20,218.0
2018,Благоевград,oblast,20 - 24,487.0
2018,Благоевград,oblast,25 - 29,920.0
2018,Благоевград,oblast,30 - 34,670.0
2018,Благоевград,oblast,35 - 39,302.0
2018,Благоевград,oblast,40 - 44,69.0
2018,Благоевград,oblast,45 +,10.0
2018,Бургас,oblast,Общо,3724.0
2018,Бургас,oblast,Възраст на майката | под 20,376.0
2018,Бургас,oblast,20 - 24,634.0
2018,Бургас,oblast,25 - 29,1136.0
2018,Бургас,oblast,30 - 34,1001.0
2018,Бургас,oblast,35 - 39,444.0
2018,Бургас,oblast,40 - 44,118.0
2018,Бургас,oblast,45 +,15.0
2018,Варна,oblast,Общо,4275.0
2018,Варна,oblast,Възраст на майката | под 20,271.0
2018,Варна,oblast,20 - 24,613.0
2018,Варна,oblast,25 - 29,1308.0
2018,Варна,oblast,30 - 34,1363.0
2018,Варна,oblast,35 - 39,566.0
2018,Варна,oblast,40 - 44,141.0
2018,Варна,oblast,45 +,13.0
2018,Велико Търново,oblast,Общо,1901.0
2018,Велико Търново,oblast,Възраст на майката | под 20,150.0
2018,Велико Търново,oblast,20 - 24,365.0
2018,Велико Търново,oblast,25 - 29,605.0
2018,Велико Търново,oblast,30 - 34,500.0
2018,Велико Търново,oblast,35 - 39,225.0
2018,Велико Търново,oblast,40 - 44,49.0
2018,Велико Търново,oblast,45 +,7.0
2018,Видин,oblast,Общо,586.0
2018,Видин,oblast,Възраст на майката | под 20,108.0
2018,Видин,oblast,20 - 24,133.0
2018,Видин,oblast,25 - 29,156.0
2018,Видин,oblast,30 - 34,123.0
2018,Видин,oblast,35 - 39,54.0
2018,Видин,oblast,40 - 44,11.0
2018,Видин,oblast,45 +,1.0
