year,territory_raw,territory_level,measure,value
2018,Враца,oblast,Общо,1375.0
2018,Враца,oblast,Възраст на майката | под 20,148.0
2018,Враца,oblast,20 - 24,339.0
2018,Враца,oblast,25 - 29,440.0
2018,Враца,oblast,30 - 34,291.0
2018,Враца,oblast,35 - 39,123.0
2018,Враца,oblast,40 - 44,33.0
2018,Враца,oblast,45 +,1.0
2018,Габрово,oblast,Общо,741.0
2018,Габрово,oblast,Възраст на майката | под 20,43.0
2018,Габрово,oblast,20 - 24,137.0
2018,Габрово,oblast,25 - 29,217.0
2018,Габрово,oblast,30 - 34,202.0
2018,Габрово,oblast,35 - 39,109.0
2018,Габрово,oblast,40 - 44,31.0
2018,Габрово,oblast,45 +,2.0
2018,Добрич,oblast,Общо,1293.0
2018,Добрич,oblast,Възраст на майката | под 20,151.0
2018,Добрич,oblast,20 - 24,263.0
2018,Добрич,oblast,25 - 29,403.0
2018,Добрич,oblast,30 - 34,312.0
2018,Добрич,oblast,35 - 39,135.0
2018,Добрич,oblast,40 - 44,26.0
2018,Добрич,oblast,45 +,3.0
2018,Кърджали,oblast,Общо,1380.0
2018,Кърджали,oblast,Възраст на майката | под 20,80.0
2018,Кърджали,oblast,20 - 24,260.0
2018,Кърджали,oblast,25 - 29,541.0
2018,Кърджали,oblast,30 - 34,341.0
2018,Кърджали,oblast,35 - 39,135.0
2018,Кърджали,oblast,40 - 44,22.0
2018,Кърджали,oblast,45 +,1.0
2018,Кюстендил,oblast,Общо,831.0
2018,Кюстендил,oblast,Възраст на майката | под 20,99.0
2018,Кюстендил,oblast,20 - 24,164.0
2018,Кюстендил,oblast,25 - 29,255.0
2018,Кюстендил,oblast,30 - 34,185.0
2018,Кюстендил,oblast,35 - 39,104.0
2018,Кюстендил,oblast,40 - 44,24.0
2018,Ловеч,oblast,Общо,1028.0
2018,Ловеч,oblast,Възраст на майката | под 20,162.0
2018,Ловеч,oblast,20 - 24,243.0
2018,Ловеч,oblast,25 - 29,302.0
2018,Ловеч,oblast,30 - 34,205.0
2018,Ловеч,oblast,35 - 39,98.0
2018,Ловеч,oblast,40 - 44,16.0
2018,Ловеч,oblast,45 +,2.0
2018,Монтана,oblast,Общо,1004.0
2018,Монтана,oblast,Възраст на майката | под 20,183.0
2018,Монтана,oblast,20 - 24,228.0
2018,Монтана,oblast,25 - 29,275.0
2018,Монтана,oblast,30 - 34,207.0
2018,Монтана,oblast,35 - 39,86.0
2018,Монтана,oblast,40 - 44,22.0
2018,Монтана,oblast,45 +,3.0
2018,Пазарджик,oblast,Общо,2414.0
2018,Пазарджик,oblast,Възраст на майката | под 20,439.0
2018,Пазарджик,oblast,20 - 24,549.0
2018,Пазарджик,oblast,25 - 29,697.0
2018,Пазарджик,oblast,30 - 34,472.0
2018,Пазарджик,oblast,35 - 39,209.0
2018,Пазарджик,oblast,40 - 44,46.0
2018,Пазарджик,oblast,45 +,2.0
2018,Перник,oblast,Общо,933.0
2018,Перник,oblast,Възраст на майката | под 20,72.0
2018,Перник,oblast,20 - 24,164.0
2018,Перник,oblast,25 - 29,276.0
2018,Перник,oblast,30 - 34,271.0
2018,Перник,oblast,35 - 39,125.0
2018,Перник,oblast,40 - 44,22.0
2018,Перник,oblast,45 +,3.0
2018,Плевен,oblast,Общо,1945.0
2018,Плевен,oblast,Възраст на майката | под 20,222.0
2018,Плевен,oblast,20 - 24,449.0
2018,Плевен,oblast,25 - 29,586.0
2018,Плевен,oblast,30 - 34,445.0
2018,Плевен,oblast,35 - 39,190.0
2018,Плевен,oblast,40 - 44,51.0
2018,Плевен,oblast,45 +,2.0
2018,Пловдив,oblast,Общо,6337.0
2018,Пловдив,oblast,Възраст на майката | под 20,689.0
2018,Пловдив,oblast,20 - 24,1050.0
2018,Пловдив,oblast,25 - 29,1896.0
2018,Пловдив,oblast,30 - 34,1710.0
2018,Пловдив,oblast,35 - 39,777.0
2018,Пловдив,oblast,40 - 44,193.0
2018,Пловдив,oblast,45 +,22.0
2018,Разград,oblast,Общо,942.0
2018,Разград,oblast,Възраст на майката | под 20,93.0
2018,Разград,oblast,20 - 24,254.0
2018,Разград,oblast,25 - 29,310.0
2018,Разград,oblast,30 - 34,186.0
2018,Разград,oblast,35 - 39,86.0
2018,Разград,oblast,40 - 44,13.0
2018,Русе,oblast,Общо,1687.0
2018,Русе,oblast,Възраст на майката | под 20,137.0
2018,Русе,oblast,20 - 24,272.0
2018,Русе,oblast,25 - 29,539.0
2018,Русе,oblast,30 - 34,496.0
2018,Русе,oblast,35 - 39,189.0
2018,Русе,oblast,40 - 44,48.0
2018,Русе,oblast,45 +,6.0
2018,Силистра,oblast,Общо,819.0
2018,Силистра,oblast,Възраст на майката | под 20,99.0
2018,Силистра,oblast,20 - 24,184.0
2018,Силистра,oblast,25 - 29,272.0
2018,Силистра,oblast,30 - 34,189.0
2018,Силистра,oblast,35 - 39,67.0
2018,Силистра,oblast,40 - 44,8.0
2018,Сливен,oblast,Общо,2258.0
2018,Сливен,oblast,Възраст на майката | под 20,651.0
2018,Сливен,oblast,20 - 24,513.0
2018,Сливен,oblast,25 - 29,512.0
2018,Сливен,oblast,30 - 34,379.0
2018,Сливен,oblast,35 - 39,155.0
2018,Сливен,oblast,40 - 44,42.0
2018,Сливен,oblast,45 +,6.0
2018,Смолян,oblast,Общо,671.0
2018,Смолян,oblast,Възраст на майката | под 20,16.0
2018,Смолян,oblast,20 - 24,96.0
2018,Смолян,oblast,25 - 29,231.0
2018,Смолян,oblast,30 - 34,224.0
2018,Смолян,oblast,35 - 39,81.0
2018,Смолян,oblast,40 - 44,19.0
2018,Смолян,oblast,45 +,4.0
2018,София (столица),oblast,Общо,13060.0
2018,София (столица),oblast,Възраст на майката | под 20,334.0
2018,София (столица),oblast,20 - 24,1103.0
2018,София (столица),oblast,25 - 29,3684.0
2018,София (столица),oblast,30 - 34,4634.0
2018,София (столица),oblast,35 - 39,2538.0
2018,София (столица),oblast,40 - 44,674.0
2018,София (столица),oblast,45 +,91.0
2018,София (столица),oblast,непоказана,2.0
2018,София,oblast,Общо,1988.0
2018,София,oblast,Възраст на майката | под 20,277.0
2018,София,oblast,20 - 24,454.0
2018,София,oblast,25 - 29,558.0
2018,София,oblast,30 - 34,445.0
2018,София,oblast,35 - 39,203.0
2018,София,oblast,40 - 44,48.0
2018,София,oblast,45 +,3.0
2018,Стара Загора,oblast,Общо,2938.0
2018,Стара Загора,oblast,Възраст на майката | под 20,444.0
2018,Стара Загора,oblast,20 - 24,542.0
2018,Стара Загора,oblast,25 - 29,850.0
2018,Стара Загора,oblast,30 - 34,690.0
2018,Стара Загора,oblast,35 - 39,312.0
2018,Стара Загора,oblast,40 - 44,89.0
2018,Стара Загора,oblast,45 +,10.0
2018,Стара Загора,oblast,непоказана,1.0
2018,Търговище,oblast,Общо,947.0
2018,Търговище,oblast,Възраст на майката | под 20,94.0
2018,Търговище,oblast,20 - 24,194.0
2018,Търговище,oblast,25 - 29,349.0
2018,Търговище,oblast,30 - 34,201.0
2018,Търговище,oblast,35 - 39,89.0
2018,Търговище,oblast,40 - 44,19.0
2018,Търговище,oblast,45 +,1.0
2018,Хасково,oblast,Общо,1819.0
2018,Хасково,oblast,Възраст на майката | под 20,248.0
2018,Хасково,oblast,20 - 24,360.0
2018,Хасково,oblast,25 - 29,557.0
2018,Хасково,oblast,30 - 34,413.0
2018,Хасково,oblast,35 - 39,204.0
2018,Хасково,oblast,40 - 44,33.0
2018,Хасково,oblast,45 +,4.0
2018,Шумен,oblast,Общо,1451.0
2018,Шумен,oblast,Възраст на майката | под 20,133.0
2018,Шумен,oblast,20 - 24,328.0
2018,Шумен,oblast,25 - 29,462.0
2018,Шумен,oblast,30 - 34,370.0
2018,Шумен,oblast,35 - 39,123.0
2018,Шумен,oblast,40 - 44,28.0
2018,Шумен,oblast,45 +,7.0
2018,Ямбол,oblast,Общо,1174.0
2018,Ямбол,oblast,Възраст на майката | под 20,254.0
2018,Ямбол,oblast,20 - 24,247.0
2018,Ямбол,oblast,25 - 29,307.0
2018,Ямбол,oblast,30 - 34,245.0
2018,Ямбол,oblast,35 - 39,96.0
2018,Ямбол,oblast,40 - 44,22.0
2018,Ямбол,oblast,45 +,3.0
2019,Общо за страната,country,Общо,61538.0
2019,Общо за страната,country,Възраст на майката | под 20,6245.0
2019,Общо за страната,country,20 - 24,10247.0
2019,Общо за страната,country,25 - 29,17964.0
2019,Общо за страната,country,30 - 34,16889.0
2019,Общо за страната,country,35 - 39,7928.0
2019,Общо за страната,country,40 - 44,2024.0
2019,Общо за страната,country,45 +,239.0
2019,Общо за страната,country,непоказана,2.0
2019,Благоевград,oblast,Общо,2794.0
2019,Благоевград,oblast,Възраст на майката | под 20,208.0
2019,Благоевград,oblast,20 - 24,467.0
2019,Благоевград,oblast,25 - 29,965.0
2019,Благоевград,oblast,30 - 34,745.0
2019,Благоевград,oblast,35 - 39,330.0
2019,Благоевград,oblast,40 - 44,71.0
2019,Благоевград,oblast,45 +,7.0
2019,Благоевград,oblast,непоказана,1.0
2019,Бургас,oblast,Общо,3766.0
2019,Бургас,oblast,Възраст на майката | под 20,397.0
2019,Бургас,oblast,20 - 24,660.0
2019,Бургас,oblast,25 - 29,1133.0
2019,Бургас,oblast,30 - 34,1010.0
2019,Бургас,oblast,35 - 39,452.0
2019,Бургас,oblast,40 - 44,103.0
2019,Бургас,oblast,45 +,11.0
2019,Варна,oblast,Общо,4284.0
2019,Варна,oblast,Възраст на майката | под 20,265.0
2019,Варна,oblast,20 - 24,588.0
2019,Варна,oblast,25 - 29,1291.0
2019,Варна,oblast,30 - 34,1299.0
2019,Варна,oblast,35 - 39,655.0
2019,Варна,oblast,40 - 44,167.0
2019,Варна,oblast,45 +,19.0
2019,Велико Търново,oblast,Общо,1743.0
2019,Велико Търново,oblast,Възраст на майката | под 20,162.0
2019,Велико Търново,oblast,20 - 24,288.0
2019,Велико Търново,oblast,25 - 29,560.0
2019,Велико Търново,oblast,30 - 34,462.0
2019,Велико Търново,oblast,35 - 39,212.0
2019,Велико Търново,oblast,40 - 44,51.0
2019,Велико Търново,oblast,45 +,8.0
2019,Видин,oblast,Общо,548.0
2019,Видин,oblast,Възраст на майката | под 20,95.0
2019,Видин,oblast,20 - 24,117.0
2019,Видин,oblast,25 - 29,143.0
2019,Видин,oblast,30 - 34,125.0
2019,Видин,oblast,35 - 39,55.0
2019,Видин,oblast,40 - 44,12.0
2019,Видин,oblast,45 +,1.0
2019,Враца,oblast,Общо,1348.0
2019,Враца,oblast,Възраст на майката | под 20,182.0
2019,Враца,oblast,20 - 24,293.0
2019,Враца,oblast,25 - 29,441.0
2019,Враца,oblast,30 - 34,294.0
2019,Враца,oblast,35 - 39,101.0
2019,Враца,oblast,40 - 44,34.0
2019,Враца,oblast,45 +,3.0
2019,Габрово,oblast,Общо,751.0
2019,Габрово,oblast,Възраст на майката | под 20,62.0
2019,Габрово,oblast,20 - 24,125.0
2019,Габрово,oblast,25 - 29,228.0
2019,Габрово,oblast,30 - 34,198.0
2019,Габрово,oblast,35 - 39,108.0
2019,Габрово,oblast,40 - 44,26.0
2019,Габрово,oblast,45 +,4.0
2019,Добрич,oblast,Общо,1356.0
2019,Добрич,oblast,Възраст на майката | под 20,173.0
2019,Добрич,oblast,20 - 24,278.0
2019,Добрич,oblast,25 - 29,374.0
2019,Добрич,oblast,30 - 34,343.0
2019,Добрич,oblast,35 - 39,157.0
2019,Добрич,oblast,40 - 44,27.0
2019,Добрич,oblast,45 +,4.0
2019,Кърджали,oblast,Общо,1405.0
2019,Кърджали,oblast,Възраст на майката | под 20,105.0
2019,Кърджали,oblast,20 - 24,250.0
2019,Кърджали,oblast,25 - 29,482.0
2019,Кърджали,oblast,30 - 34,391.0
2019,Кърджали,oblast,35 - 39,155.0
2019,Кърджали,oblast,40 - 44,21.0
2019,Кърджали,oblast,45 +,1.0
2019,Кюстендил,oblast,Общо,873.0
2019,Кюстендил,oblast,Възраст на майката | под 20,98.0
2019,Кюстендил,oblast,20 - 24,158.0
2019,Кюстендил,oblast,25 - 29,256.0
2019,Кюстендил,oblast,30 - 34,221.0
2019,Кюстендил,oblast,35 - 39,107.0
2019,Кюстендил,oblast,40 - 44,31.0
2019,Кюстендил,oblast,45 +,2.0
2019,Ловеч,oblast,Общо,969.0
2019,Ловеч,oblast,Възраст на майката | под 20,168.0
2019,Ловеч,oblast,20 - 24,217.0
2019,Ловеч,oblast,25 - 29,264.0
2019,Ловеч,oblast,30 - 34,213.0
2019,Ловеч,oblast,35 - 39,79.0
2019,Ловеч,oblast,40 - 44,25.0
2019,Ловеч,oblast,45 +,3.0
2019,Монтана,oblast,Общо,936.0
2019,Монтана,oblast,Възраст на майката | под 20,174.0
2019,Монтана,oblast,20 - 24,223.0
2019,Монтана,oblast,25 - 29,251.0
2019,Монтана,oblast,30 - 34,178.0
2019,Монтана,oblast,35 - 39,85.0
2019,Монтана,oblast,40 - 44,23.0
2019,Монтана,oblast,45 +,2.0
2019,Пазарджик,oblast,Общо,2310.0
2019,Пазарджик,oblast,Възраст на майката | под 20,382.0
2019,Пазарджик,oblast,20 - 24,498.0
2019,Пазарджик,oblast,25 - 29,639.0
2019,Пазарджик,oblast,30 - 34,501.0
2019,Пазарджик,oblast,35 - 39,232.0
2019,Пазарджик,oblast,40 - 44,49.0
2019,Пазарджик,oblast,45 +,9.0
2019,Перник,oblast,Общо,872.0
2019,Перник,oblast,Възраст на майката | под 20,62.0
2019,Перник,oblast,20 - 24,153.0
2019,Перник,oblast,25 - 29,266.0
2019,Перник,oblast,30 - 34,258.0
2019,Перник,oblast,35 - 39,108.0
2019,Перник,oblast,40 - 44,24.0
2019,Перник,oblast,45 +,1.0
2019,Плевен,oblast,Общо,2002.0
2019,Плевен,oblast,Възраст на майката | под 20,251.0
2019,Плевен,oblast,20 - 24,459.0
2019,Плевен,oblast,25 - 29,577.0
2019,Плевен,oblast,30 - 34,434.0
2019,Плевен,oblast,35 - 39,214.0
2019,Плевен,oblast,40 - 44,55.0
2019,Плевен,oblast,45 +,12.0
2019,Пловдив,oblast,Общо,6200.0
2019,Пловдив,oblast,Възраст на майката | под 20,681.0
2019,Пловдив,oblast,20 - 24,1018.0
2019,Пловдив,oblast,25 - 29,1797.0
2019,Пловдив,oblast,30 - 34,1690.0
2019,Пловдив,oblast,35 - 39,794.0
2019,Пловдив,oblast,40 - 44,195.0
2019,Пловдив,oblast,45 +,25.0
2019,Разград,oblast,Общо,876.0
2019,Разград,oblast,Възраст на майката | под 20,95.0
2019,Разград,oblast,20 - 24,204.0
2019,Разград,oblast,25 - 29,305.0
2019,Разград,oblast,30 - 34,181.0
2019,Разград,oblast,35 - 39,74.0
2019,Разград,oblast,40 - 44,17.0
2019,Русе,oblast,Общо,1508.0
2019,Русе,oblast,Възраст на майката | под 20,99.0
2019,Русе,oblast,20 - 24,270.0
2019,Русе,oblast,25 - 29,452.0
2019,Русе,oblast,30 - 34,455.0
2019,Русе,oblast,35 - 39,186.0
2019,Русе,oblast,40 - 44,42.0
2019,Русе,oblast,45 +,4.0
2019,Силистра,oblast,Общо,896.0
2019,Силистра,oblast,Възраст на майката | под 20,111.0
2019,Силистра,oblast,20 - 24,214.0
2019,Силистра,oblast,25 - 29,272.0
2019,Силистра,oblast,30 - 34,198.0
2019,Силистра,oblast,35 - 39,78.0
2019,Силистра,oblast,40 - 44,21.0
2019,Силистра,oblast,45 +,2.0
2019,Сливен,oblast,Общо,2291.0
2019,Сливен,oblast,Възраст на майката | под 20,648.0
2019,Сливен,oblast,20 - 24,536.0
2019,Сливен,oblast,25 - 29,533.0
2019,Сливен,oblast,30 - 34,359.0
2019,Сливен,oblast,35 - 39,153.0
2019,Сливен,oblast,40 - 44,56.0
2019,Сливен,oblast,45 +,6.0
2019,Смолян,oblast,Общо,646.0
2019,Смолян,oblast,Възраст на майката | под 20,23.0
2019,Смолян,oblast,20 - 24,110.0
2019,Смолян,oblast,25 - 29,225.0
2019,Смолян,oblast,30 - 34,186.0
2019,Смолян,oblast,35 - 39,83.0
2019,Смолян,oblast,40 - 44,14.0
2019,Смолян,oblast,45 +,5.0
2019,София (столица),oblast,Общо,13075.0
2019,София (столица),oblast,Възраст на майката | под 20,336.0
2019,София (столица),oblast,20 - 24,1055.0
2019,София (столица),oblast,25 - 29,3571.0
2019,София (столица),oblast,30 - 34,4801.0
2019,София (столица),oblast,35 - 39,2514.0
2019,София (столица),oblast,40 - 44,712.0
2019,София (столица),oblast,45 +,85.0
2019,София (столица),oblast,непоказана,1.0
2019,София,oblast,Общо,2056.0
2019,София,oblast,Възраст на майката | под 20,267.0
2019,София,oblast,20 - 24,463.0
2019,София,oblast,25 - 29,607.0
2019,София,oblast,30 - 34,450.0
2019,София,oblast,35 - 39,211.0
2019,София,oblast,40 - 44,49.0
2019,София,oblast,45 +,9.0
2019,Стара Загора,oblast,Общо,2794.0
2019,Стара Загора,oblast,Възраст на майката | под 20,443.0
2019,Стара Загора,oblast,20 - 24,505.0
2019,Стара Загора,oblast,25 - 29,762.0
2019,Стара Загора,oblast,30 - 34,706.0
2019,Стара Загора,oblast,35 - 39,280.0
2019,Стара Загора,oblast,40 - 44,88.0
2019,Стара Загора,oblast,45 +,10.0
2019,Търговище,oblast,Общо,902.0
2019,Търговище,oblast,Възраст на майката | под 20,97.0
2019,Търговище,oblast,20 - 24,221.0
2019,Търговище,oblast,25 - 29,299.0
2019,Търговище,oblast,30 - 34,187.0
2019,Търговище,oblast,35 - 39,82.0
2019,Търговище,oblast,40 - 44,16.0
2019,Хасково,oblast,Общо,1825.0
2019,Хасково,oblast,Възраст на майката | под 20,259.0
2019,Хасково,oblast,20 - 24,402.0
2019,Хасково,oblast,25 - 29,528.0
2019,Хасково,oblast,30 - 34,416.0
2019,Хасково,oblast,35 - 39,174.0
2019,Хасково,oblast,40 - 44,42.0
2019,Хасково,oblast,45 +,4.0
2019,Шумен,oblast,Общо,1414.0
2019,Шумен,oblast,Възраст на майката | под 20,156.0
2019,Шумен,oblast,20 - 24,254.0
2019,Шумен,oblast,25 - 29,452.0
2019,Шумен,oblast,30 - 34,367.0
2019,Шумен,oblast,35 - 39,151.0
2019,Шумен,oblast,40 - 44,34.0
2019,Ямбол,oblast,Общо,1098.0
2019,Ямбол,oblast,Възраст на майката | под 20,246.0
2019,Ямбол,oblast,20 - 24,221.0
2019,Ямбол,oblast,25 - 29,291.0
2019,Ямбол,oblast,30 - 34,221.0
2019,Ямбол,oblast,35 - 39,98.0
2019,Ямбол,oblast,40 - 44,19.0
2019,Ямбол,oblast,45 +,2.0
2020,Общо за страната,country,Общо,59086.0
2020,Общо за страната,country,Възраст на майката | под 20,5970.0
2020,Общо за страната,country,20 - 24,9983.0
2020,Общо за страната,country,25 - 29,16486.0
2020,Общо за страната,country,30 - 34,16495.0
2020,Общо за страната,country,35 - 39,7857.0
2020,Общо за страната,country,40 - 44,1987.0
2020,Общо за страната,country,45 +,307.0
2020,Общо за страната,country,непоказана,1.0
2020,Благоевград,oblast,Общо,2655.0
2020,Благоевград,oblast,Възраст на майката | под 20,215.0
2020,Благоевград,oblast,20 - 24,481.0
2020,Благоевград,oblast,25 - 29,850.0
2020,Благоевград,oblast,30 - 34,718.0
2020,Благоевград,oblast,35 - 39,293.0
2020,Благоевград,oblast,40 - 44,79.0
2020,Благоевград,oblast,45 +,19.0
2020,Бургас,oblast,Общо,3492.0
2020,Бургас,oblast,Възраст на майката | под 20,381.0
2020,Бургас,oblast,20 - 24,614.0
2020,Бургас,oblast,25 - 29,980.0
2020,Бургас,oblast,30 - 34,958.0
2020,Бургас,oblast,35 - 39,427.0
2020,Бургас,oblast,40 - 44,112.0
2020,Бургас,oblast,45 +,20.0
2020,Варна,oblast,Общо,4219.0
2020,Варна,oblast,Възраст на майката | под 20,235.0
2020,Варна,oblast,20 - 24,639.0
2020,Варна,oblast,25 - 29,1193.0
2020,Варна,oblast,30 - 34,1299.0
2020,Варна,oblast,35 - 39,671.0
2020,Варна,oblast,40 - 44,150.0
2020,Варна,oblast,45 +,32.0
2020,Велико Търново,oblast,Общо,1662.0
2020,Велико Търново,oblast,Възраст на майката | под 20,141.0
2020,Велико Търново,oblast,20 - 24,325.0
2020,Велико Търново,oblast,25 - 29,476.0
2020,Велико Търново,oblast,30 - 34,438.0
2020,Велико Търново,oblast,35 - 39,221.0
2020,Велико Търново,oblast,40 - 44,54.0
2020,Велико Търново,oblast,45 +,7.0
2020,Видин,oblast,Общо,473.0
2020,Видин,oblast,Възраст на майката | под 20,88.0
2020,Видин,oblast,20 - 24,102.0
2020,Видин,oblast,25 - 29,114.0
2020,Видин,oblast,30 - 34,106.0
2020,Видин,oblast,35 - 39,52.0
2020,Видин,oblast,40 - 44,11.0
2020,Враца,oblast,Общо,1334.0
2020,Враца,oblast,Възраст на майката | под 20,174.0
2020,Враца,oblast,20 - 24,290.0
2020,Враца,oblast,25 - 29,424.0
2020,Враца,oblast,30 - 34,293.0
2020,Враца,oblast,35 - 39,125.0
2020,Враца,oblast,40 - 44,27.0
2020,Враца,oblast,45 +,1.0
2020,Габрово,oblast,Общо,622.0
2020,Габрово,oblast,Възраст на майката | под 20,44.0
2020,Габрово,oblast,20 - 24,127.0
2020,Габрово,oblast,25 - 29,184.0
2020,Габрово,oblast,30 - 34,153.0
2020,Габрово,oblast,35 - 39,89.0
2020,Габрово,oblast,40 - 44,22.0
2020,Габрово,oblast,45 +,3.0
2020,Добрич,oblast,Общо,1224.0
2020,Добрич,oblast,Възраст на майката | под 20,158.0
2020,Добрич,oblast,20 - 24,256.0
2020,Добрич,oblast,25 - 29,327.0
2020,Добрич,oblast,30 - 34,316.0
2020,Добрич,oblast,35 - 39,134.0
2020,Добрич,oblast,40 - 44,29.0
2020,Добрич,oblast,45 +,4.0
2020,Кърджали,oblast,Общо,1171.0
2020,Кърджали,oblast,Възраст на майката | под 20,91.0
2020,Кърджали,oblast,20 - 24,229.0
2020,Кърджали,oblast,25 - 29,402.0
2020,Кърджали,oblast,30 - 34,307.0
2020,Кърджали,oblast,35 - 39,115.0
2020,Кърджали,oblast,40 - 44,23.0
2020,Кърджали,oblast,45 +,4.0
2020,Кюстендил,oblast,Общо,793.0
2020,Кюстендил,oblast,Възраст на майката | под 20,84.0
2020,Кюстендил,oblast,20 - 24,137.0
2020,Кюстендил,oblast,25 - 29,217.0
2020,Кюстендил,oblast,30 - 34,221.0
2020,Кюстендил,oblast,35 - 39,98.0
2020,Кюстендил,oblast,40 - 44,31.0
2020,Кюстендил,oblast,45 +,5.0
2020,Ловеч,oblast,Общо,982.0
2020,Ловеч,oblast,Възраст на майката | под 20,164.0
2020,Ловеч,oblast,20 - 24,231.0
2020,Ловеч,oblast,25 - 29,282.0
2020,Ловеч,oblast,30 - 34,210.0
2020,Ловеч,oblast,35 - 39,77.0
2020,Ловеч,oblast,40 - 44,16.0
2020,Ловеч,oblast,45 +,2.0
2020,Монтана,oblast,Общо,923.0
2020,Монтана,oblast,Възраст на майката | под 20,159.0
2020,Монтана,oblast,20 - 24,220.0
2020,Монтана,oblast,25 - 29,246.0
2020,Монтана,oblast,30 - 34,173.0
2020,Монтана,oblast,35 - 39,100.0
2020,Монтана,oblast,40 - 44,21.0
2020,Монтана,oblast,45 +,4.0
2020,Пазарджик,oblast,Общо,2123.0
2020,Пазарджик,oblast,Възраст на майката | под 20,380.0
2020,Пазарджик,oblast,20 - 24,463.0
2020,Пазарджик,oblast,25 - 29,551.0
2020,Пазарджик,oblast,30 - 34,492.0
2020,Пазарджик,oblast,35 - 39,191.0
2020,Пазарджик,oblast,40 - 44,41.0
2020,Пазарджик,oblast,45 +,5.0
2020,Перник,oblast,Общо,803.0
2020,Перник,oblast,Възраст на майката | под 20,51.0
2020,Перник,oblast,20 - 24,133.0
2020,Перник,oblast,25 - 29,221.0
2020,Перник,oblast,30 - 34,247.0
2020,Перник,oblast,35 - 39,121.0
2020,Перник,oblast,40 - 44,29.0
2020,Перник,oblast,45 +,1.0
2020,Плевен,oblast,Общо,1923.0
2020,Плевен,oblast,Възраст на майката | под 20,227.0
2020,Плевен,oblast,20 - 24,453.0
2020,Плевен,oblast,25 - 29,551.0
2020,Плевен,oblast,30 - 34,437.0
2020,Плевен,oblast,35 - 39,198.0
2020,Плевен,oblast,40 - 44,55.0
2020,Плевен,oblast,45 +,2.0
2020,Пловдив,oblast,Общо,6062.0
2020,Пловдив,oblast,Възраст на майката | под 20,657.0
2020,Пловдив,oblast,20 - 24,989.0
2020,Пловдив,oblast,25 - 29,1734.0
2020,Пловдив,oblast,30 - 34,1710.0
2020,Пловдив,oblast,35 - 39,768.0
2020,Пловдив,oblast,40 - 44,177.0
2020,Пловдив,oblast,45 +,27.0
2020,Разград,oblast,Общо,803.0
2020,Разград,oblast,Възраст на майката | под 20,70.0
2020,Разград,oblast,20 - 24,181.0
2020,Разград,oblast,25 - 29,265.0
2020,Разград,oblast,30 - 34,199.0
2020,Разград,oblast,35 - 39,70.0
2020,Разград,oblast,40 - 44,17.0
2020,Разград,oblast,45 +,1.0
2020,Русе,oblast,Общо,1505.0
2020,Русе,oblast,Възраст на майката | под 20,109.0
2020,Русе,oblast,20 - 24,252.0
2020,Русе,oblast,25 - 29,457.0
2020,Русе,oblast,30 - 34,421.0
2020,Русе,oblast,35 - 39,208.0
2020,Русе,oblast,40 - 44,53.0
2020,Русе,oblast,45 +,5.0
2020,Силистра,oblast,Общо,796.0
2020,Силистра,oblast,Възраст на майката | под 20,122.0
2020,Силистра,oblast,20 - 24,165.0
2020,Силистра,oblast,25 - 29,219.0
2020,Силистра,oblast,30 - 34,201.0
2020,Силистра,oblast,35 - 39,63.0
2020,Силистра,oblast,40 - 44,23.0
2020,Силистра,oblast,45 +,3.0
2020,Сливен,oblast,Общо,2144.0
2020,Сливен,oblast,Възраст на майката | под 20,647.0
2020,Сливен,oblast,20 - 24,518.0
2020,Сливен,oblast,25 - 29,473.0
2020,Сливен,oblast,30 - 34,302.0
2020,Сливен,oblast,35 - 39,169.0
2020,Сливен,oblast,40 - 44,29.0
2020,Сливен,oblast,45 +,6.0
2020,Смолян,oblast,Общо,631.0
2020,Смолян,oblast,Възраст на майката | под 20,24.0
2020,Смолян,oblast,20 - 24,102.0
2020,Смолян,oblast,25 - 29,199.0
2020,Смолян,oblast,30 - 34,187.0
2020,Смолян,oblast,35 - 39,99.0
2020,Смолян,oblast,40 - 44,16.0
2020,Смолян,oblast,45 +,4.0
2020,София (столица),oblast,Общо,13108.0
2020,София (столица),oblast,Възраст на майката | под 20,383.0
2020,София (столица),oblast,20 - 24,1082.0
2020,София (столица),oblast,25 - 29,3482.0
2020,София (столица),oblast,30 - 34,4776.0
2020,София (столица),oblast,35 - 39,2563.0
2020,София (столица),oblast,40 - 44,709.0
2020,София (столица),oblast,45 +,112.0
2020,София (столица),oblast,непоказана,1.0
2020,София,oblast,Общо,2079.0
2020,София,oblast,Възраст на майката | под 20,272.0
2020,София,oblast,20 - 24,459.0
2020,София,oblast,25 - 29,571.0
2020,София,oblast,30 - 34,519.0
2020,София,oblast,35 - 39,194.0
2020,София,oblast,40 - 44,54.0
2020,София,oblast,45 +,10.0
2020,Стара Загора,oblast,Общо,2773.0
2020,Стара Загора,oblast,Възраст на майката | под 20,414.0
2020,Стара Загора,oblast,20 - 24,508.0
2020,Стара Загора,oblast,25 - 29,755.0
2020,Стара Загора,oblast,30 - 34,684.0
2020,Стара Загора,oblast,35 - 39,315.0
2020,Стара Загора,oblast,40 - 44,88.0
2020,Стара Загора,oblast,45 +,9.0
2020,Търговище,oblast,Общо,793.0
2020,Търговище,oblast,Възраст на майката | под 20,68.0
2020,Търговище,oblast,20 - 24,167.0
2020,Търговище,oblast,25 - 29,260.0
