dataset,year,territory_raw,territory_level,oblast,municipality,metric,value,source_file
marriages_by_residence,2011,Велико Търново,oblast,Велико Търново,,total,653.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2011,Велико Търново,oblast,Велико Търново,,urban,523.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2011,Велико Търново,oblast,Велико Търново,,rural,130.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2012,Велико Търново,oblast,Велико Търново,,total,644.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2012,Велико Търново,oblast,Велико Търново,,urban,519.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2012,Велико Търново,oblast,Велико Търново,,rural,125.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2013,Велико Търново,oblast,Велико Търново,,total,685.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2013,Велико Търново,oblast,Велико Търново,,urban,513.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2013,Велико Търново,oblast,Велико Търново,,rural,172.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2014,Велико Търново,oblast,Велико Търново,,total,765.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2014,Велико Търново,oblast,Велико Търново,,urban,562.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2014,Велико Търново,oblast,Велико Търново,,rural,203.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2015,Велико Търново,oblast,Велико Търново,,total,903.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2015,Велико Търново,oblast,Велико Търново,,urban,654.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2015,Велико Търново,oblast,Велико Търново,,rural,249.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2016,Велико Търново,oblast,Велико Търново,,total,866.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2016,Велико Търново,oblast,Велико Търново,,urban,604.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2016,Велико Търново,oblast,Велико Търново,,rural,262.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2017,Велико Търново,oblast,Велико Търново,,total,863.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2017,Велико Търново,oblast,Велико Търново,,urban,626.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2017,Велико Търново,oblast,Велико Търново,,rural,237.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2018,Велико Търново,oblast,Велико Търново,,total,807.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2018,Велико Търново,oblast,Велико Търново,,urban,566.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2018,Велико Търново,oblast,Велико Търново,,rural,241.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2019,Велико Търново,oblast,Велико Търново,,total,855.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2019,Велико Търново,oblast,Велико Търново,,urban,553.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2019,Велико Търново,oblast,Велико Търново,,rural,302.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2020,Велико Търново,oblast,Велико Търново,,total,648.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2020,Велико Търново,oblast,Велико Търново,,urban,450.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2020,Велико Търново,oblast,Велико Търново,,rural,198.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2021,Велико Търново,oblast,Велико Търново,,total,752.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2021,Велико Търново,oblast,Велико Търново,,urban,501.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2021,Велико Търново,oblast,Велико Търново,,rural,251.0,Pop_4.1.1._Marriages_DR.xlsx
