group_name,age_group,year,metric,value
Перник,50 - 59,2023,male,24.0
Перник,50 - 59,2023,female,11.0
Перник,50 - 59,2024,male,41.0
Перник,50 - 59,2024,female,34.0
Перник,50 - 59,2025,male,32.0
Перник,50 - 59,2025,female,23.0
Перник,60 +,2010,male,13.0
Перник,60 +,2010,female,5.0
Перник,60 +,2011,male,11.0
Перник,60 +,2011,female,6.0
Перник,60 +,2012,male,11.0
Перник,60 +,2012,female,3.0
Перник,60 +,2013,male,9.0
Перник,60 +,2013,female,5.0
Перник,60 +,2014,male,10.0
Перник,60 +,2014,female,6.0
Перник,60 +,2015,male,4.0
Перник,60 +,2015,female,4.0
Перник,60 +,2016,male,13.0
Перник,60 +,2016,female,11.0
Перник,60 +,2017,male,9.0
Перник,60 +,2017,female,6.0
Перник,60 +,2018,male,20.0
Перник,60 +,2018,female,8.0
Перник,60 +,2019,male,12.0
Перник,60 +,2019,female,7.0
Перник,60 +,2020,male,14.0
Перник,60 +,2020,female,8.0
Перник,60 +,2021,male,9.0
Перник,60 +,2021,female,3.0
Перник,60 +,2022,male,16.0
Перник,60 +,2022,female,11.0
Перник,60 +,2023,male,12.0
Перник,60 +,2023,female,10.0
Перник,60 +,2024,male,19.0
Перник,60 +,2024,female,9.0
Перник,60 +,2025,male,15.0
Перник,60 +,2025,female,3.0
Плевен,Под 18,2010,male,
Плевен,Под 18,2010,female,7.0
Плевен,Под 18,2011,male,1.0
Плевен,Под 18,2011,female,6.0
Плевен,Под 18,2012,male,
Плевен,Под 18,2012,female,6.0
Плевен,Под 18,2013,male,
Плевен,Под 18,2013,female,4.0
Плевен,Под 18,2014,male,
Плевен,Под 18,2014,female,8.0
Плевен,Под 18,2015,male,1.0
Плевен,Под 18,2015,female,10.0
Плевен,Под 18,2016,male,3.0
Плевен,Под 18,2016,female,8.0
Плевен,Под 18,2017,male,
Плевен,Под 18,2017,female,7.0
Плевен,Под 18,2018,male,
Плевен,Под 18,2018,female,7.0
Плевен,Под 18,2019,male,
Плевен,Под 18,2019,female,8.0
Плевен,Под 18,2020,male,
Плевен,Под 18,2020,female,9.0
Плевен,Под 18,2021,male,
Плевен,Под 18,2021,female,6.0
Плевен,Под 18,2022,male,
Плевен,Под 18,2022,female,8.0
Плевен,Под 18,2023,male,1.0
Плевен,Под 18,2023,female,5.0
Плевен,18 - 19,2010,male,9.0
Плевен,18 - 19,2010,female,35.0
Плевен,18 - 19,2011,male,3.0
Плевен,18 - 19,2011,female,21.0
Плевен,18 - 19,2012,male,6.0
Плевен,18 - 19,2012,female,23.0
Плевен,18 - 19,2013,male,2.0
Плевен,18 - 19,2013,female,35.0
Плевен,18 - 19,2014,male,5.0
Плевен,18 - 19,2014,female,27.0
Плевен,18 - 19,2015,male,8.0
Плевен,18 - 19,2015,female,28.0
Плевен,18 - 19,2016,male,4.0
Плевен,18 - 19,2016,female,32.0
Плевен,18 - 19,2017,male,13.0
Плевен,18 - 19,2017,female,42.0
Плевен,18 - 19,2018,male,15.0
Плевен,18 - 19,2018,female,61.0
Плевен,18 - 19,2019,male,12.0
Плевен,18 - 19,2019,female,47.0
Плевен,18 - 19,2020,male,12.0
Плевен,18 - 19,2020,female,29.0
Плевен,18 - 19,2021,male,9.0
Плевен,18 - 19,2021,female,50.0
Плевен,18 - 19,2022,male,16.0
Плевен,18 - 19,2022,female,47.0
Плевен,18 - 19,2023,male,16.0
Плевен,18 - 19,2023,female,32.0
Плевен,18 - 19,2024,male,13.0
Плевен,18 - 19,2024,female,25.0
Плевен,18 - 19,2025,male,11.0
Плевен,18 - 19,2025,female,27.0
Плевен,20 - 24,2010,male,98.0
Плевен,20 - 24,2010,female,222.0
Плевен,20 - 24,2011,male,72.0
Плевен,20 - 24,2011,female,191.0
Плевен,20 - 24,2012,male,69.0
Плевен,20 - 24,2012,female,171.0
Плевен,20 - 24,2013,male,81.0
Плевен,20 - 24,2013,female,170.0
Плевен,20 - 24,2014,male,83.0
Плевен,20 - 24,2014,female,174.0
Плевен,20 - 24,2015,male,98.0
Плевен,20 - 24,2015,female,207.0
Плевен,20 - 24,2016,male,95.0
Плевен,20 - 24,2016,female,166.0
Плевен,20 - 24,2017,male,86.0
Плевен,20 - 24,2017,female,187.0
Плевен,20 - 24,2018,male,116.0
Плевен,20 - 24,2018,female,193.0
Плевен,20 - 24,2019,male,103.0
Плевен,20 - 24,2019,female,158.0
Плевен,20 - 24,2020,male,87.0
Плевен,20 - 24,2020,female,142.0
Плевен,20 - 24,2021,male,102.0
Плевен,20 - 24,2021,female,129.0
Плевен,20 - 24,2022,male,107.0
Плевен,20 - 24,2022,female,172.0
Плевен,20 - 24,2023,male,57.0
Плевен,20 - 24,2023,female,111.0
Плевен,20 - 24,2024,male,57.0
Плевен,20 - 24,2024,female,103.0
Плевен,20 - 24,2025,male,64.0
Плевен,20 - 24,2025,female,97.0
Плевен,25 - 29,2010,male,229.0
Плевен,25 - 29,2010,female,213.0
Плевен,25 - 29,2011,male,208.0
Плевен,25 - 29,2011,female,175.0
Плевен,25 - 29,2012,male,163.0
Плевен,25 - 29,2012,female,166.0
Плевен,25 - 29,2013,male,182.0
Плевен,25 - 29,2013,female,161.0
Плевен,25 - 29,2014,male,190.0
Плевен,25 - 29,2014,female,184.0
Плевен,25 - 29,2015,male,252.0
Плевен,25 - 29,2015,female,260.0
Плевен,25 - 29,2016,male,210.0
Плевен,25 - 29,2016,female,232.0
Плевен,25 - 29,2017,male,241.0
Плевен,25 - 29,2017,female,245.0
Плевен,25 - 29,2018,male,240.0
Плевен,25 - 29,2018,female,242.0
Плевен,25 - 29,2019,male,225.0
Плевен,25 - 29,2019,female,251.0
Плевен,25 - 29,2020,male,132.0
Плевен,25 - 29,2020,female,148.0
Плевен,25 - 29,2021,male,178.0
Плевен,25 - 29,2021,female,196.0
Плевен,25 - 29,2022,male,149.0
Плевен,25 - 29,2022,female,190.0
Плевен,25 - 29,2023,male,115.0
Плевен,25 - 29,2023,female,134.0
Плевен,25 - 29,2024,male,107.0
Плевен,25 - 29,2024,female,138.0
Плевен,25 - 29,2025,male,94.0
Плевен,25 - 29,2025,female,112.0
Плевен,30 - 34,2010,male,171.0
Плевен,30 - 34,2010,female,96.0
Плевен,30 - 34,2011,male,141.0
Плевен,30 - 34,2011,female,92.0
Плевен,30 - 34,2012,male,125.0
Плевен,30 - 34,2012,female,52.0
Плевен,30 - 34,2013,male,130.0
Плевен,30 - 34,2013,female,65.0
Плевен,30 - 34,2014,male,132.0
Плевен,30 - 34,2014,female,92.0
Плевен,30 - 34,2015,male,182.0
Плевен,30 - 34,2015,female,130.0
Плевен,30 - 34,2016,male,158.0
Плевен,30 - 34,2016,female,111.0
Плевен,30 - 34,2017,male,187.0
Плевен,30 - 34,2017,female,138.0
Плевен,30 - 34,2018,male,207.0
Плевен,30 - 34,2018,female,157.0
Плевен,30 - 34,2019,male,192.0
Плевен,30 - 34,2019,female,143.0
Плевен,30 - 34,2020,male,154.0
Плевен,30 - 34,2020,female,120.0
Плевен,30 - 34,2021,male,169.0
Плевен,30 - 34,2021,female,150.0
Плевен,30 - 34,2022,male,173.0
Плевен,30 - 34,2022,female,131.0
Плевен,30 - 34,2023,male,110.0
Плевен,30 - 34,2023,female,70.0
Плевен,30 - 34,2024,male,113.0
Плевен,30 - 34,2024,female,88.0
Плевен,30 - 34,2025,male,83.0
Плевен,30 - 34,2025,female,67.0
Плевен,35 - 39,2010,male,82.0
Плевен,35 - 39,2010,female,53.0
Плевен,35 - 39,2011,male,67.0
Плевен,35 - 39,2011,female,40.0
Плевен,35 - 39,2012,male,72.0
Плевен,35 - 39,2012,female,50.0
Плевен,35 - 39,2013,male,70.0
Плевен,35 - 39,2013,female,45.0
Плевен,35 - 39,2014,male,89.0
Плевен,35 - 39,2014,female,54.0
Плевен,35 - 39,2015,male,117.0
Плевен,35 - 39,2015,female,68.0
Плевен,35 - 39,2016,male,107.0
Плевен,35 - 39,2016,female,68.0
Плевен,35 - 39,2017,male,100.0
Плевен,35 - 39,2017,female,78.0
Плевен,35 - 39,2018,male,111.0
Плевен,35 - 39,2018,female,85.0
Плевен,35 - 39,2019,male,116.0
Плевен,35 - 39,2019,female,88.0
Плевен,35 - 39,2020,male,76.0
Плевен,35 - 39,2020,female,66.0
Плевен,35 - 39,2021,male,105.0
Плевен,35 - 39,2021,female,97.0
Плевен,35 - 39,2022,male,121.0
Плевен,35 - 39,2022,female,68.0
Плевен,35 - 39,2023,male,62.0
Плевен,35 - 39,2023,female,61.0
Плевен,35 - 39,2024,male,77.0
Плевен,35 - 39,2024,female,56.0
Плевен,35 - 39,2025,male,65.0
Плевен,35 - 39,2025,female,48.0
Плевен,40 - 49,2010,male,55.0
Плевен,40 - 49,2010,female,29.0
Плевен,40 - 49,2011,male,46.0
Плевен,40 - 49,2011,female,33.0
Плевен,40 - 49,2012,male,55.0
Плевен,40 - 49,2012,female,30.0
Плевен,40 - 49,2013,male,35.0
Плевен,40 - 49,2013,female,38.0
Плевен,40 - 49,2014,male,75.0
Плевен,40 - 49,2014,female,52.0
Плевен,40 - 49,2015,male,76.0
Плевен,40 - 49,2015,female,56.0
Плевен,40 - 49,2016,male,80.0
Плевен,40 - 49,2016,female,56.0
Плевен,40 - 49,2017,male,118.0
Плевен,40 - 49,2017,female,73.0
Плевен,40 - 49,2018,male,131.0
Плевен,40 - 49,2018,female,94.0
Плевен,40 - 49,2019,male,139.0
Плевен,40 - 49,2019,female,120.0
Плевен,40 - 49,2020,male,108.0
Плевен,40 - 49,2020,female,77.0
Плевен,40 - 49,2021,male,148.0
Плевен,40 - 49,2021,female,114.0
Плевен,40 - 49,2022,male,130.0
Плевен,40 - 49,2022,female,106.0
Плевен,40 - 49,2023,male,115.0
Плевен,40 - 49,2023,female,80.0
Плевен,40 - 49,2024,male,81.0
Плевен,40 - 49,2024,female,76.0
Плевен,40 - 49,2025,male,81.0
Плевен,40 - 49,2025,female,83.0
Плевен,50 - 59,2010,male,24.0
Плевен,50 - 59,2010,female,19.0
Плевен,50 - 59,2011,male,30.0
Плевен,50 - 59,2011,female,17.0
Плевен,50 - 59,2012,male,12.0
Плевен,50 - 59,2012,female,14.0
Плевен,50 - 59,2013,male,21.0
Плевен,50 - 59,2013,female,12.0
Плевен,50 - 59,2014,male,26.0
Плевен,50 - 59,2014,female,13.0
Плевен,50 - 59,2015,male,39.0
Плевен,50 - 59,2015,female,24.0
Плевен,50 - 59,2016,male,29.0
Плевен,50 - 59,2016,female,19.0
Плевен,50 - 59,2017,male,33.0
Плевен,50 - 59,2017,female,18.0
Плевен,50 - 59,2018,male,36.0
Плевен,50 - 59,2018,female,28.0
Плевен,50 - 59,2019,male,38.0
Плевен,50 - 59,2019,female,25.0
Плевен,50 - 59,2020,male,46.0
Плевен,50 - 59,2020,female,37.0
Плевен,50 - 59,2021,male,62.0
Плевен,50 - 59,2021,female,46.0
Плевен,50 - 59,2022,male,51.0
Плевен,50 - 59,2022,female,52.0
Плевен,50 - 59,2023,male,47.0
Плевен,50 - 59,2023,female,48.0
Плевен,50 - 59,2024,male,62.0
Плевен,50 - 59,2024,female,41.0
Плевен,50 - 59,2025,male,60.0
Плевен,50 - 59,2025,female,44.0
Плевен,60 +,2010,male,16.0
Плевен,60 +,2010,female,10.0
Плевен,60 +,2011,male,17.0
Плевен,60 +,2011,female,10.0
Плевен,60 +,2012,male,25.0
Плевен,60 +,2012,female,15.0
Плевен,60 +,2013,male,23.0
Плевен,60 +,2013,female,14.0
Плевен,60 +,2014,male,16.0
Плевен,60 +,2014,female,12.0
Плевен,60 +,2015,male,23.0
Плевен,60 +,2015,female,13.0
Плевен,60 +,2016,male,17.0
Плевен,60 +,2016,female,11.0
Плевен,60 +,2017,male,18.0
Плевен,60 +,2017,female,8.0
Плевен,60 +,2018,male,23.0
Плевен,60 +,2018,female,12.0
Плевен,60 +,2019,male,38.0
Плевен,60 +,2019,female,23.0
Плевен,60 +,2020,male,26.0
Плевен,60 +,2020,female,13.0
Плевен,60 +,2021,male,31.0
Плевен,60 +,2021,female,16.0
Плевен,60 +,2022,male,47.0
Плевен,60 +,2022,female,20.0
Плевен,60 +,2023,male,36.0
Плевен,60 +,2023,female,18.0
Плевен,60 +,2024,male,40.0
Плевен,60 +,2024,female,23.0
Плевен,60 +,2025,male,42.0
Плевен,60 +,2025,female,22.0
Пловдив,Под 18,2010,male,1.0
Пловдив,Под 18,2010,female,15.0
Пловдив,Под 18,2011,male,1.0
Пловдив,Под 18,2011,female,12.0
Пловдив,Под 18,2012,male,2.0
Пловдив,Под 18,2012,female,21.0
Пловдив,Под 18,2013,male,3.0
Пловдив,Под 18,2013,female,41.0
Пловдив,Под 18,2014,male,2.0
Пловдив,Под 18,2014,female,49.0
Пловдив,Под 18,2015,male,2.0
Пловдив,Под 18,2015,female,61.0
Пловдив,Под 18,2016,male,6.0
Пловдив,Под 18,2016,female,78.0
Пловдив,Под 18,2017,male,3.0
Пловдив,Под 18,2017,female,96.0
Пловдив,Под 18,2018,male,8.0
Пловдив,Под 18,2018,female,114.0
Пловдив,Под 18,2019,male,4.0
Пловдив,Под 18,2019,female,85.0
Пловдив,Под 18,2020,male,3.0
Пловдив,Под 18,2020,female,60.0
Пловдив,Под 18,2021,male,3.0
Пловдив,Под 18,2021,female,77.0
Пловдив,Под 18,2022,male,3.0
Пловдив,Под 18,2022,female,66.0
Пловдив,Под 18,2023,male,15.0
Пловдив,Под 18,2023,female,38.0
Пловдив,18 - 19,2010,male,20.0
Пловдив,18 - 19,2010,female,92.0
Пловдив,18 - 19,2011,male,9.0
Пловдив,18 - 19,2011,female,63.0
Пловдив,18 - 19,2012,male,24.0
Пловдив,18 - 19,2012,female,85.0
Пловдив,18 - 19,2013,male,24.0
Пловдив,18 - 19,2013,female,71.0
Пловдив,18 - 19,2014,male,24.0
Пловдив,18 - 19,2014,female,102.0
Пловдив,18 - 19,2015,male,37.0
Пловдив,18 - 19,2015,female,131.0
Пловдив,18 - 19,2016,male,32.0
Пловдив,18 - 19,2016,female,98.0
Пловдив,18 - 19,2017,male,45.0
Пловдив,18 - 19,2017,female,125.0
Пловдив,18 - 19,2018,male,68.0
Пловдив,18 - 19,2018,female,161.0
Пловдив,18 - 19,2019,male,63.0
Пловдив,18 - 19,2019,female,174.0
Пловдив,18 - 19,2020,male,56.0
Пловдив,18 - 19,2020,female,160.0
Пловдив,18 - 19,2021,male,71.0
Пловдив,18 - 19,2021,female,199.0
Пловдив,18 - 19,2022,male,65.0
Пловдив,18 - 19,2022,female,186.0
Пловдив,18 - 19,2023,male,28.0
Пловдив,18 - 19,2023,female,118.0
Пловдив,18 - 19,2024,male,25.0
Пловдив,18 - 19,2024,female,109.0
Пловдив,18 - 19,2025,male,33.0
Пловдив,18 - 19,2025,female,127.0
Пловдив,20 - 24,2010,male,326.0
Пловдив,20 - 24,2010,female,757.0
Пловдив,20 - 24,2011,male,268.0
Пловдив,20 - 24,2011,female,610.0
Пловдив,20 - 24,2012,male,273.0
Пловдив,20 - 24,2012,female,638.0
Пловдив,20 - 24,2013,male,262.0
Пловдив,20 - 24,2013,female,553.0
Пловдив,20 - 24,2014,male,323.0
Пловдив,20 - 24,2014,female,658.0
Пловдив,20 - 24,2015,male,374.0
Пловдив,20 - 24,2015,female,674.0
Пловдив,20 - 24,2016,male,340.0
Пловдив,20 - 24,2016,female,639.0
Пловдив,20 - 24,2017,male,366.0
Пловдив,20 - 24,2017,female,644.0
Пловдив,20 - 24,2018,male,342.0
Пловдив,20 - 24,2018,female,572.0
Пловдив,20 - 24,2019,male,341.0
Пловдив,20 - 24,2019,female,527.0
Пловдив,20 - 24,2020,male,319.0
Пловдив,20 - 24,2020,female,461.0
Пловдив,20 - 24,2021,male,373.0
Пловдив,20 - 24,2021,female,537.0
Пловдив,20 - 24,2022,male,362.0
Пловдив,20 - 24,2022,female,520.0
Пловдив,20 - 24,2023,male,282.0
Пловдив,20 - 24,2023,female,421.0
Пловдив,20 - 24,2024,male,221.0
Пловдив,20 - 24,2024,female,369.0
Пловдив,20 - 24,2025,male,217.0
Пловдив,20 - 24,2025,female,374.0
Пловдив,25 - 29,2010,male,879.0
Пловдив,25 - 29,2010,female,878.0
Пловдив,25 - 29,2011,male,735.0
Пловдив,25 - 29,2011,female,719.0
Пловдив,25 - 29,2012,male,791.0
Пловдив,25 - 29,2012,female,790.0
Пловдив,25 - 29,2013,male,788.0
Пловдив,25 - 29,2013,female,883.0
Пловдив,25 - 29,2014,male,926.0
Пловдив,25 - 29,2014,female,955.0
Пловдив,25 - 29,2015,male,945.0
Пловдив,25 - 29,2015,female,1101.0
Пловдив,25 - 29,2016,male,904.0
Пловдив,25 - 29,2016,female,985.0
Пловдив,25 - 29,2017,male,876.0
Пловдив,25 - 29,2017,female,967.0
Пловдив,25 - 29,2018,male,818.0
Пловдив,25 - 29,2018,female,893.0
Пловдив,25 - 29,2019,male,748.0
Пловдив,25 - 29,2019,female,845.0
Пловдив,25 - 29,2020,male,568.0
Пловдив,25 - 29,2020,female,631.0
Пловдив,25 - 29,2021,male,681.0
Пловдив,25 - 29,2021,female,741.0
Пловдив,25 - 29,2022,male,635.0
Пловдив,25 - 29,2022,female,685.0
Пловдив,25 - 29,2023,male,527.0
Пловдив,25 - 29,2023,female,562.0
Пловдив,25 - 29,2024,male,472.0
Пловдив,25 - 29,2024,female,506.0
Пловдив,25 - 29,2025,male,471.0
Пловдив,25 - 29,2025,female,516.0
Пловдив,30 - 34,2010,male,703.0
Пловдив,30 - 34,2010,female,425.0
Пловдив,30 - 34,2011,male,499.0
Пловдив,30 - 34,2011,female,298.0
Пловдив,30 - 34,2012,male,527.0
Пловдив,30 - 34,2012,female,307.0
Пловдив,30 - 34,2013,male,610.0
Пловдив,30 - 34,2013,female,330.0
Пловдив,30 - 34,2014,male,660.0
Пловдив,30 - 34,2014,female,458.0
Пловдив,30 - 34,2015,male,701.0
Пловдив,30 - 34,2015,female,437.0
Пловдив,30 - 34,2016,male,694.0
Пловдив,30 - 34,2016,female,513.0
Пловдив,30 - 34,2017,male,733.0
Пловдив,30 - 34,2017,female,516.0
Пловдив,30 - 34,2018,male,733.0
Пловдив,30 - 34,2018,female,541.0
Пловдив,30 - 34,2019,male,706.0
Пловдив,30 - 34,2019,female,540.0
Пловдив,30 - 34,2020,male,543.0
Пловдив,30 - 34,2020,female,427.0
Пловдив,30 - 34,2021,male,659.0
Пловдив,30 - 34,2021,female,508.0
Пловдив,30 - 34,2022,male,581.0
Пловдив,30 - 34,2022,female,448.0
Пловдив,30 - 34,2023,male,448.0
Пловдив,30 - 34,2023,female,375.0
Пловдив,30 - 34,2024,male,430.0
Пловдив,30 - 34,2024,female,359.0
Пловдив,30 - 34,2025,male,413.0
Пловдив,30 - 34,2025,female,318.0
Пловдив,35 - 39,2010,male,259.0
Пловдив,35 - 39,2010,female,152.0
Пловдив,35 - 39,2011,male,216.0
Пловдив,35 - 39,2011,female,129.0
Пловдив,35 - 39,2012,male,286.0
Пловдив,35 - 39,2012,female,145.0
Пловдив,35 - 39,2013,male,228.0
Пловдив,35 - 39,2013,female,149.0
Пловдив,35 - 39,2014,male,334.0
Пловдив,35 - 39,2014,female,186.0
Пловдив,35 - 39,2015,male,401.0
Пловдив,35 - 39,2015,female,252.0
Пловдив,35 - 39,2016,male,415.0
Пловдив,35 - 39,2016,female,228.0
Пловдив,35 - 39,2017,male,399.0
Пловдив,35 - 39,2017,female,285.0
Пловдив,35 - 39,2018,male,410.0
Пловдив,35 - 39,2018,female,300.0
Пловдив,35 - 39,2019,male,425.0
Пловдив,35 - 39,2019,female,313.0
Пловдив,35 - 39,2020,male,326.0
Пловдив,35 - 39,2020,female,211.0
Пловдив,35 - 39,2021,male,394.0
Пловдив,35 - 39,2021,female,299.0
Пловдив,35 - 39,2022,male,362.0
Пловдив,35 - 39,2022,female,286.0
Пловдив,35 - 39,2023,male,304.0
Пловдив,35 - 39,2023,female,244.0
Пловдив,35 - 39,2024,male,303.0
Пловдив,35 - 39,2024,female,241.0
Пловдив,35 - 39,2025,male,295.0
Пловдив,35 - 39,2025,female,225.0
Пловдив,40 - 49,2010,male,182.0
Пловдив,40 - 49,2010,female,114.0
Пловдив,40 - 49,2011,male,161.0
Пловдив,40 - 49,2011,female,89.0
Пловдив,40 - 49,2012,male,158.0
Пловдив,40 - 49,2012,female,107.0
Пловдив,40 - 49,2013,male,170.0
Пловдив,40 - 49,2013,female,115.0
Пловдив,40 - 49,2014,male,228.0
Пловдив,40 - 49,2014,female,138.0
Пловдив,40 - 49,2015,male,314.0
Пловдив,40 - 49,2015,female,178.0
Пловдив,40 - 49,2016,male,277.0
Пловдив,40 - 49,2016,female,192.0
Пловдив,40 - 49,2017,male,361.0
Пловдив,40 - 49,2017,female,223.0
Пловдив,40 - 49,2018,male,401.0
Пловдив,40 - 49,2018,female,262.0
Пловдив,40 - 49,2019,male,411.0
Пловдив,40 - 49,2019,female,289.0
Пловдив,40 - 49,2020,male,328.0
Пловдив,40 - 49,2020,female,270.0
Пловдив,40 - 49,2021,male,414.0
Пловдив,40 - 49,2021,female,325.0
Пловдив,40 - 49,2022,male,439.0
Пловдив,40 - 49,2022,female,351.0
Пловдив,40 - 49,2023,male,336.0
Пловдив,40 - 49,2023,female,275.0
Пловдив,40 - 49,2024,male,341.0
Пловдив,40 - 49,2024,female,277.0
Пловдив,40 - 49,2025,male,323.0
Пловдив,40 - 49,2025,female,279.0
Пловдив,50 - 59,2010,male,72.0
Пловдив,50 - 59,2010,female,38.0
Пловдив,50 - 59,2011,male,52.0
Пловдив,50 - 59,2011,female,46.0
Пловдив,50 - 59,2012,male,55.0
Пловдив,50 - 59,2012,female,41.0
Пловдив,50 - 59,2013,male,67.0
Пловдив,50 - 59,2013,female,30.0
Пловдив,50 - 59,2014,male,60.0
Пловдив,50 - 59,2014,female,36.0
Пловдив,50 - 59,2015,male,82.0
Пловдив,50 - 59,2015,female,53.0
Пловдив,50 - 59,2016,male,81.0
Пловдив,50 - 59,2016,female,43.0
Пловдив,50 - 59,2017,male,117.0
Пловдив,50 - 59,2017,female,83.0
Пловдив,50 - 59,2018,male,102.0
Пловдив,50 - 59,2018,female,66.0
Пловдив,50 - 59,2019,male,112.0
Пловдив,50 - 59,2019,female,76.0
Пловдив,50 - 59,2020,male,118.0
Пловдив,50 - 59,2020,female,76.0
Пловдив,50 - 59,2021,male,147.0
Пловдив,50 - 59,2021,female,83.0
Пловдив,50 - 59,2022,male,135.0
Пловдив,50 - 59,2022,female,74.0
Пловдив,50 - 59,2023,male,152.0
Пловдив,50 - 59,2023,female,102.0
Пловдив,50 - 59,2024,male,139.0
Пловдив,50 - 59,2024,female,118.0
Пловдив,50 - 59,2025,male,161.0
Пловдив,50 - 59,2025,female,119.0
Пловдив,60 +,2010,male,41.0
Пловдив,60 +,2010,female,12.0
Пловдив,60 +,2011,male,36.0
Пловдив,60 +,2011,female,11.0
Пловдив,60 +,2012,male,35.0
Пловдив,60 +,2012,female,17.0
Пловдив,60 +,2013,male,45.0
Пловдив,60 +,2013,female,25.0
Пловдив,60 +,2014,male,46.0
Пловдив,60 +,2014,female,21.0
Пловдив,60 +,2015,male,61.0
Пловдив,60 +,2015,female,30.0
Пловдив,60 +,2016,male,52.0
Пловдив,60 +,2016,female,25.0
Пловдив,60 +,2017,male,55.0
Пловдив,60 +,2017,female,16.0
Пловдив,60 +,2018,male,51.0
Пловдив,60 +,2018,female,24.0
Пловдив,60 +,2019,male,64.0
Пловдив,60 +,2019,female,25.0
Пловдив,60 +,2020,male,61.0
Пловдив,60 +,2020,female,26.0
Пловдив,60 +,2021,male,61.0
Пловдив,60 +,2021,female,34.0
Пловдив,60 +,2022,male,73.0
Пловдив,60 +,2022,female,39.0
Пловдив,60 +,2023,male,85.0
Пловдив,60 +,2023,female,42.0
Пловдив,60 +,2024,male,84.0
Пловдив,60 +,2024,female,36.0
Пловдив,60 +,2025,male,87.0
Пловдив,60 +,2025,female,42.0
Разград,Под 18,2010,male,
Разград,Под 18,2010,female,6.0
Разград,Под 18,2011,male,
Разград,Под 18,2011,female,6.0
Разград,Под 18,2012,male,
Разград,Под 18,2012,female,8.0
Разград,Под 18,2013,male,
Разград,Под 18,2013,female,14.0
Разград,Под 18,2014,male,
Разград,Под 18,2014,female,16.0
Разград,Под 18,2015,male,
Разград,Под 18,2015,female,9.0
Разград,Под 18,2016,male,
Разград,Под 18,2016,female,14.0
Разград,Под 18,2017,male,2.0
Разград,Под 18,2017,female,30.0
Разград,Под 18,2018,male,
Разград,Под 18,2018,female,17.0
Разград,Под 18,2019,male,
Разград,Под 18,2019,female,18.0
Разград,Под 18,2020,male,
Разград,Под 18,2020,female,17.0
Разград,Под 18,2021,male,
Разград,Под 18,2021,female,13.0
Разград,Под 18,2022,male,
Разград,Под 18,2022,female,7.0
Разград,Под 18,2023,male,1.0
Разград,Под 18,2023,female,12.0
Разград,Под 18,2024,male,
Разград,Под 18,2024,female,2.0
Разград,18 - 19,2010,male,7.0
Разград,18 - 19,2010,female,69.0
Разград,18 - 19,2011,male,4.0
Разград,18 - 19,2011,female,47.0
Разград,18 - 19,2012,male,9.0
Разград,18 - 19,2012,female,47.0
Разград,18 - 19,2013,male,7.0
Разград,18 - 19,2013,female,58.0
Разград,18 - 19,2014,male,9.0
Разград,18 - 19,2014,female,43.0
Разград,18 - 19,2015,male,12.0
Разград,18 - 19,2015,female,49.0
Разград,18 - 19,2016,male,8.0
Разград,18 - 19,2016,female,36.0
Разград,18 - 19,2017,male,12.0
Разград,18 - 19,2017,female,52.0
Разград,18 - 19,2018,male,11.0
Разград,18 - 19,2018,female,44.0
Разград,18 - 19,2019,male,13.0
Разград,18 - 19,2019,female,45.0
Разград,18 - 19,2020,male,11.0
Разград,18 - 19,2020,female,13.0
Разград,18 - 19,2021,male,12.0
Разград,18 - 19,2021,female,40.0
Разград,18 - 19,2022,male,5.0
Разград,18 - 19,2022,female,35.0
Разград,18 - 19,2023,male,5.0
Разград,18 - 19,2023,female,26.0
Разград,18 - 19,2024,male,3.0
Разград,18 - 19,2024,female,24.0
Разград,18 - 19,2025,male,1.0
Разград,18 - 19,2025,female,19.0
Разград,20 - 24,2010,male,118.0
Разград,20 - 24,2010,female,162.0
Разград,20 - 24,2011,male,98.0
Разград,20 - 24,2011,female,169.0
Разград,20 - 24,2012,male,105.0
Разград,20 - 24,2012,female,184.0
Разград,20 - 24,2013,male,131.0
Разград,20 - 24,2013,female,206.0
Разград,20 - 24,2014,male,107.0
Разград,20 - 24,2014,female,193.0
Разград,20 - 24,2015,male,118.0
Разград,20 - 24,2015,female,206.0
Разград,20 - 24,2016,male,104.0
Разград,20 - 24,2016,female,177.0
Разград,20 - 24,2017,male,133.0
Разград,20 - 24,2017,female,196.0
Разград,20 - 24,2018,male,110.0
Разград,20 - 24,2018,female,182.0
Разград,20 - 24,2019,male,121.0
Разград,20 - 24,2019,female,184.0
Разград,20 - 24,2020,male,72.0
Разград,20 - 24,2020,female,134.0
Разград,20 - 24,2021,male,98.0
Разград,20 - 24,2021,female,168.0
Разград,20 - 24,2022,male,99.0
Разград,20 - 24,2022,female,147.0
Разград,20 - 24,2023,male,70.0
Разград,20 - 24,2023,female,115.0
Разград,20 - 24,2024,male,65.0
Разград,20 - 24,2024,female,100.0
Разград,20 - 24,2025,male,52.0
Разград,20 - 24,2025,female,99.0
Разград,25 - 29,2010,male,151.0
Разград,25 - 29,2010,female,117.0
Разград,25 - 29,2011,male,139.0
Разград,25 - 29,2011,female,115.0
Разград,25 - 29,2012,male,160.0
Разград,25 - 29,2012,female,108.0
Разград,25 - 29,2013,male,159.0
Разград,25 - 29,2013,female,118.0
Разград,25 - 29,2014,male,193.0
