group_name,age_group,year,metric,value
Велико Търново,30 - 34,2024,female,72.0
Велико Търново,30 - 34,2025,male,97.0
Велико Търново,30 - 34,2025,female,73.0
Велико Търново,35 - 39,2010,male,82.0
Велико Търново,35 - 39,2010,female,38.0
Велико Търново,35 - 39,2011,male,71.0
Велико Търново,35 - 39,2011,female,35.0
Велико Търново,35 - 39,2012,male,77.0
Велико Търново,35 - 39,2012,female,54.0
Велико Търново,35 - 39,2013,male,90.0
Велико Търново,35 - 39,2013,female,52.0
Велико Търново,35 - 39,2014,male,95.0
Велико Търново,35 - 39,2014,female,55.0
Велико Търново,35 - 39,2015,male,107.0
Велико Търново,35 - 39,2015,female,93.0
Велико Търново,35 - 39,2016,male,106.0
Велико Търново,35 - 39,2016,female,70.0
Велико Търново,35 - 39,2017,male,124.0
Велико Търново,35 - 39,2017,female,78.0
Велико Търново,35 - 39,2018,male,126.0
Велико Търново,35 - 39,2018,female,82.0
Велико Търново,35 - 39,2019,male,117.0
Велико Търново,35 - 39,2019,female,88.0
Велико Търново,35 - 39,2020,male,92.0
Велико Търново,35 - 39,2020,female,66.0
Велико Търново,35 - 39,2021,male,115.0
Велико Търново,35 - 39,2021,female,78.0
Велико Търново,35 - 39,2022,male,95.0
Велико Търново,35 - 39,2022,female,88.0
Велико Търново,35 - 39,2023,male,73.0
Велико Търново,35 - 39,2023,female,66.0
Велико Търново,35 - 39,2024,male,72.0
Велико Търново,35 - 39,2024,female,48.0
Велико Търново,35 - 39,2025,male,70.0
Велико Търново,35 - 39,2025,female,56.0
Велико Търново,40 - 49,2010,male,64.0
Велико Търново,40 - 49,2010,female,47.0
Велико Търново,40 - 49,2011,male,46.0
Велико Търново,40 - 49,2011,female,38.0
Велико Търново,40 - 49,2012,male,59.0
Велико Търново,40 - 49,2012,female,35.0
Велико Търново,40 - 49,2013,male,74.0
Велико Търново,40 - 49,2013,female,44.0
Велико Търново,40 - 49,2014,male,74.0
Велико Търново,40 - 49,2014,female,48.0
Велико Търново,40 - 49,2015,male,120.0
Велико Търново,40 - 49,2015,female,65.0
Велико Търново,40 - 49,2016,male,98.0
Велико Търново,40 - 49,2016,female,58.0
Велико Търново,40 - 49,2017,male,103.0
Велико Търново,40 - 49,2017,female,88.0
Велико Търново,40 - 49,2018,male,105.0
Велико Търново,40 - 49,2018,female,101.0
Велико Търново,40 - 49,2019,male,128.0
Велико Търново,40 - 49,2019,female,101.0
Велико Търново,40 - 49,2020,male,117.0
Велико Търново,40 - 49,2020,female,100.0
Велико Търново,40 - 49,2021,male,130.0
Велико Търново,40 - 49,2021,female,130.0
Велико Търново,40 - 49,2022,male,162.0
Велико Търново,40 - 49,2022,female,136.0
Велико Търново,40 - 49,2023,male,78.0
Велико Търново,40 - 49,2023,female,75.0
Велико Търново,40 - 49,2024,male,86.0
Велико Търново,40 - 49,2024,female,81.0
Велико Търново,40 - 49,2025,male,90.0
Велико Търново,40 - 49,2025,female,78.0
Велико Търново,50 - 59,2010,male,21.0
Велико Търново,50 - 59,2010,female,16.0
Велико Търново,50 - 59,2011,male,22.0
Велико Търново,50 - 59,2011,female,25.0
Велико Търново,50 - 59,2012,male,19.0
Велико Търново,50 - 59,2012,female,13.0
Велико Търново,50 - 59,2013,male,18.0
Велико Търново,50 - 59,2013,female,17.0
Велико Търново,50 - 59,2014,male,28.0
Велико Търново,50 - 59,2014,female,23.0
Велико Търново,50 - 59,2015,male,27.0
Велико Търново,50 - 59,2015,female,20.0
Велико Търново,50 - 59,2016,male,34.0
Велико Търново,50 - 59,2016,female,25.0
Велико Търново,50 - 59,2017,male,44.0
Велико Търново,50 - 59,2017,female,34.0
Велико Търново,50 - 59,2018,male,49.0
Велико Търново,50 - 59,2018,female,28.0
Велико Търново,50 - 59,2019,male,42.0
Велико Търново,50 - 59,2019,female,32.0
Велико Търново,50 - 59,2020,male,44.0
Велико Търново,50 - 59,2020,female,36.0
Велико Търново,50 - 59,2021,male,59.0
Велико Търново,50 - 59,2021,female,31.0
Велико Търново,50 - 59,2022,male,59.0
Велико Търново,50 - 59,2022,female,43.0
Велико Търново,50 - 59,2023,male,59.0
Велико Търново,50 - 59,2023,female,45.0
Велико Търново,50 - 59,2024,male,63.0
Велико Търново,50 - 59,2024,female,54.0
Велико Търново,50 - 59,2025,male,55.0
Велико Търново,50 - 59,2025,female,56.0
Велико Търново,60 +,2010,male,15.0
Велико Търново,60 +,2010,female,8.0
Велико Търново,60 +,2011,male,25.0
Велико Търново,60 +,2011,female,5.0
Велико Търново,60 +,2012,male,14.0
Велико Търново,60 +,2012,female,4.0
Велико Търново,60 +,2013,male,20.0
Велико Търново,60 +,2013,female,9.0
Велико Търново,60 +,2014,male,19.0
Велико Търново,60 +,2014,female,7.0
Велико Търново,60 +,2015,male,23.0
Велико Търново,60 +,2015,female,12.0
Велико Търново,60 +,2016,male,15.0
Велико Търново,60 +,2016,female,6.0
Велико Търново,60 +,2017,male,23.0
Велико Търново,60 +,2017,female,5.0
Велико Търново,60 +,2018,male,31.0
Велико Търново,60 +,2018,female,12.0
Велико Търново,60 +,2019,male,31.0
Велико Търново,60 +,2019,female,14.0
Велико Търново,60 +,2020,male,36.0
Велико Търново,60 +,2020,female,15.0
Велико Търново,60 +,2021,male,21.0
Велико Търново,60 +,2021,female,7.0
Велико Търново,60 +,2022,male,45.0
Велико Търново,60 +,2022,female,21.0
Велико Търново,60 +,2023,male,37.0
Велико Търново,60 +,2023,female,20.0
Велико Търново,60 +,2024,male,41.0
Велико Търново,60 +,2024,female,24.0
Велико Търново,60 +,2025,male,47.0
Велико Търново,60 +,2025,female,21.0
Видин,Под 18,2010,male,
Видин,Под 18,2010,female,2.0
Видин,Под 18,2011,male,
Видин,Под 18,2011,female,3.0
Видин,Под 18,2012,male,
Видин,Под 18,2012,female,5.0
Видин,Под 18,2013,male,
Видин,Под 18,2013,female,9.0
Видин,Под 18,2014,male,
Видин,Под 18,2014,female,5.0
Видин,Под 18,2015,male,
