group_name,age_group,year,metric,value
Общо за страната,Под 20,2010,male,1.0
Общо за страната,Под 20,2010,female,19.0
Общо за страната,Под 20,2011,male,3.0
Общо за страната,Под 20,2011,female,11.0
Общо за страната,Под 20,2012,male,9.0
Общо за страната,Под 20,2012,female,49.0
Общо за страната,Под 20,2013,male,4.0
Общо за страната,Под 20,2013,female,23.0
Общо за страната,Под 20,2014,male,3.0
Общо за страната,Под 20,2014,female,28.0
Общо за страната,Под 20,2015,male,2.0
Общо за страната,Под 20,2015,female,22.0
Общо за страната,Под 20,2016,male,2.0
Общо за страната,Под 20,2016,female,28.0
Общо за страната,Под 20,2017,male,
Общо за страната,Под 20,2017,female,30.0
Общо за страната,Под 20,2018,male,2.0
Общо за страната,Под 20,2018,female,42.0
Общо за страната,Под 20,2019,male,4.0
Общо за страната,Под 20,2019,female,61.0
Общо за страната,Под 20,2020,male,4.0
Общо за страната,Под 20,2020,female,42.0
Общо за страната,Под 20,2021,male,9.0
Общо за страната,Под 20,2021,female,46.0
Общо за страната,Под 20,2022,male,6.0
Общо за страната,Под 20,2022,female,40.0
Общо за страната,Под 20,2023,male,6.0
Общо за страната,Под 20,2023,female,36.0
Общо за страната,Под 20,2024,male,7.0
Общо за страната,Под 20,2024,female,39.0
Общо за страната,Под 20,2025,male,4.0
Общо за страната,Под 20,2025,female,34.0
Общо за страната,20 - 24,2010,male,132.0
Общо за страната,20 - 24,2010,female,553.0
Общо за страната,20 - 24,2011,male,103.0
Общо за страната,20 - 24,2011,female,475.0
Общо за страната,20 - 24,2012,male,228.0
Общо за страната,20 - 24,2012,female,850.0
Общо за страната,20 - 24,2013,male,117.0
Общо за страната,20 - 24,2013,female,416.0
Общо за страната,20 - 24,2014,male,101.0
Общо за страната,20 - 24,2014,female,349.0
Общо за страната,20 - 24,2015,male,106.0
Общо за страната,20 - 24,2015,female,353.0
Общо за страната,20 - 24,2016,male,96.0
Общо за страната,20 - 24,2016,female,359.0
Общо за страната,20 - 24,2017,male,125.0
Общо за страната,20 - 24,2017,female,335.0
Общо за страната,20 - 24,2018,male,130.0
Общо за страната,20 - 24,2018,female,351.0
Общо за страната,20 - 24,2019,male,137.0
Общо за страната,20 - 24,2019,female,356.0
Общо за страната,20 - 24,2020,male,120.0
Общо за страната,20 - 24,2020,female,347.0
Общо за страната,20 - 24,2021,male,165.0
Общо за страната,20 - 24,2021,female,364.0
Общо за страната,20 - 24,2022,male,134.0
Общо за страната,20 - 24,2022,female,360.0
Общо за страната,20 - 24,2023,male,122.0
Общо за страната,20 - 24,2023,female,336.0
Общо за страната,20 - 24,2024,male,141.0
Общо за страната,20 - 24,2024,female,332.0
Общо за страната,20 - 24,2025,male,146.0
Общо за страната,20 - 24,2025,female,318.0
Общо за страната,25 - 29,2010,male,876.0
Общо за страната,25 - 29,2010,female,1683.0
Общо за страната,25 - 29,2011,male,732.0
Общо за страната,25 - 29,2011,female,1511.0
Общо за страната,25 - 29,2012,male,1189.0
Общо за страната,25 - 29,2012,female,2025.0
Общо за страната,25 - 29,2013,male,717.0
Общо за страната,25 - 29,2013,female,1486.0
Общо за страната,25 - 29,2014,male,587.0
Общо за страната,25 - 29,2014,female,1318.0
Общо за страната,25 - 29,2015,male,606.0
Общо за страната,25 - 29,2015,female,1269.0
Общо за страната,25 - 29,2016,male,614.0
Общо за страната,25 - 29,2016,female,1139.0
Общо за страната,25 - 29,2017,male,522.0
Общо за страната,25 - 29,2017,female,1075.0
Общо за страната,25 - 29,2018,male,556.0
Общо за страната,25 - 29,2018,female,1009.0
Общо за страната,25 - 29,2019,male,528.0
Общо за страната,25 - 29,2019,female,978.0
Общо за страната,25 - 29,2020,male,513.0
Общо за страната,25 - 29,2020,female,839.0
Общо за страната,25 - 29,2021,male,549.0
Общо за страната,25 - 29,2021,female,910.0
Общо за страната,25 - 29,2022,male,535.0
Общо за страната,25 - 29,2022,female,842.0
Общо за страната,25 - 29,2023,male,423.0
Общо за страната,25 - 29,2023,female,742.0
Общо за страната,25 - 29,2024,male,450.0
Общо за страната,25 - 29,2024,female,721.0
Общо за страната,25 - 29,2025,male,449.0
Общо за страната,25 - 29,2025,female,728.0
Общо за страната,30 - 34,2010,male,1926.0
Общо за страната,30 - 34,2010,female,2339.0
Общо за страната,30 - 34,2011,male,1767.0
Общо за страната,30 - 34,2011,female,2174.0
Общо за страната,30 - 34,2012,male,2153.0
Общо за страната,30 - 34,2012,female,2513.0
Общо за страната,30 - 34,2013,male,1589.0
Общо за страната,30 - 34,2013,female,2100.0
Общо за страната,30 - 34,2014,male,1403.0
Общо за страната,30 - 34,2014,female,1849.0
Общо за страната,30 - 34,2015,male,1387.0
Общо за страната,30 - 34,2015,female,1766.0
Общо за страната,30 - 34,2016,male,1290.0
Общо за страната,30 - 34,2016,female,1764.0
Общо за страната,30 - 34,2017,male,1244.0
Общо за страната,30 - 34,2017,female,1734.0
Общо за страната,30 - 34,2018,male,1165.0
Общо за страната,30 - 34,2018,female,1654.0
Общо за страната,30 - 34,2019,male,1197.0
Общо за страната,30 - 34,2019,female,1693.0
Общо за страната,30 - 34,2020,male,995.0
Общо за страната,30 - 34,2020,female,1378.0
Общо за страната,30 - 34,2021,male,1111.0
Общо за страната,30 - 34,2021,female,1508.0
Общо за страната,30 - 34,2022,male,1053.0
Общо за страната,30 - 34,2022,female,1378.0
Общо за страната,30 - 34,2023,male,964.0
Общо за страната,30 - 34,2023,female,1273.0
Общо за страната,30 - 34,2024,male,917.0
Общо за страната,30 - 34,2024,female,1129.0
Общо за страната,30 - 34,2025,male,857.0
Общо за страната,30 - 34,2025,female,1113.0
Общо за страната,35 - 39,2010,male,2399.0
Общо за страната,35 - 39,2010,female,2344.0
Общо за страната,35 - 39,2011,male,2278.0
Общо за страната,35 - 39,2011,female,2321.0
Общо за страната,35 - 39,2012,male,2523.0
Общо за страната,35 - 39,2012,female,2269.0
Общо за страната,35 - 39,2013,male,2329.0
Общо за страната,35 - 39,2013,female,2396.0
Общо за страната,35 - 39,2014,male,2197.0
Общо за страната,35 - 39,2014,female,2319.0
Общо за страната,35 - 39,2015,male,1979.0
Общо за страната,35 - 39,2015,female,2209.0
Общо за страната,35 - 39,2016,male,1933.0
Общо за страната,35 - 39,2016,female,2106.0
Общо за страната,35 - 39,2017,male,1773.0
Общо за страната,35 - 39,2017,female,1936.0
Общо за страната,35 - 39,2018,male,1680.0
Общо за страната,35 - 39,2018,female,1887.0
Общо за страната,35 - 39,2019,male,1671.0
Общо за страната,35 - 39,2019,female,1904.0
Общо за страната,35 - 39,2020,male,1365.0
Общо за страната,35 - 39,2020,female,1535.0
Общо за страната,35 - 39,2021,male,1430.0
Общо за страната,35 - 39,2021,female,1718.0
Общо за страната,35 - 39,2022,male,1363.0
Общо за страната,35 - 39,2022,female,1598.0
Общо за страната,35 - 39,2023,male,1377.0
Общо за страната,35 - 39,2023,female,1530.0
Общо за страната,35 - 39,2024,male,1239.0
Общо за страната,35 - 39,2024,female,1489.0
Общо за страната,35 - 39,2025,male,1181.0
Общо за страната,35 - 39,2025,female,1394.0
Общо за страната,40 - 49,2010,male,3557.0
Общо за страната,40 - 49,2010,female,2817.0
Общо за страната,40 - 49,2011,male,3576.0
Общо за страната,40 - 49,2011,female,2736.0
Общо за страната,40 - 49,2012,male,3623.0
Общо за страната,40 - 49,2012,female,2885.0
Общо за страната,40 - 49,2013,male,3799.0
Общо за страната,40 - 49,2013,female,3015.0
Общо за страната,40 - 49,2014,male,3799.0
Общо за страната,40 - 49,2014,female,3133.0
Общо за страната,40 - 49,2015,male,3876.0
Общо за страната,40 - 49,2015,female,3277.0
Общо за страната,40 - 49,2016,male,3987.0
Общо за страната,40 - 49,2016,female,3515.0
Общо за страната,40 - 49,2017,male,3981.0
Общо за страната,40 - 49,2017,female,3538.0
Общо за страната,40 - 49,2018,male,3986.0
Общо за страната,40 - 49,2018,female,3793.0
Общо за страната,40 - 49,2019,male,4007.0
Общо за страната,40 - 49,2019,female,3739.0
Общо за страната,40 - 49,2020,male,3226.0
Общо за страната,40 - 49,2020,female,3054.0
Общо за страната,40 - 49,2021,male,3693.0
Общо за страната,40 - 49,2021,female,3385.0
Общо за страната,40 - 49,2022,male,3293.0
Общо за страната,40 - 49,2022,female,3147.0
Общо за страната,40 - 49,2023,male,3085.0
Общо за страната,40 - 49,2023,female,3067.0
Общо за страната,40 - 49,2024,male,2875.0
Общо за страната,40 - 49,2024,female,2829.0
Общо за страната,40 - 49,2025,male,2700.0
Общо за страната,40 - 49,2025,female,2617.0
Общо за страната,50 - 59,2010,male,1640.0
Общо за страната,50 - 59,2010,female,1011.0
Общо за страната,50 - 59,2011,male,1602.0
Общо за страната,50 - 59,2011,female,1078.0
Общо за страната,50 - 59,2012,male,1619.0
Общо за страната,50 - 59,2012,female,1040.0
Общо за страната,50 - 59,2013,male,1744.0
Общо за страната,50 - 59,2013,female,1149.0
Общо за страната,50 - 59,2014,male,1791.0
Общо за страната,50 - 59,2014,female,1191.0
Общо за страната,50 - 59,2015,male,1854.0
Общо за страната,50 - 59,2015,female,1220.0
Общо за страната,50 - 59,2016,male,1923.0
Общо за страната,50 - 59,2016,female,1238.0
Общо за страната,50 - 59,2017,male,1992.0
Общо за страната,50 - 59,2017,female,1340.0
Общо за страната,50 - 59,2018,male,2210.0
Общо за страната,50 - 59,2018,female,1371.0
Общо за страната,50 - 59,2019,male,2393.0
Общо за страната,50 - 59,2019,female,1593.0
Общо за страната,50 - 59,2020,male,1963.0
Общо за страната,50 - 59,2020,female,1320.0
Общо за страната,50 - 59,2021,male,2184.0
Общо за страната,50 - 59,2021,female,1562.0
Общо за страната,50 - 59,2022,male,2147.0
Общо за страната,50 - 59,2022,female,1600.0
Общо за страната,50 - 59,2023,male,2111.0
Общо за страната,50 - 59,2023,female,1463.0
Общо за страната,50 - 59,2024,male,2076.0
Общо за страната,50 - 59,2024,female,1531.0
Общо за страната,50 - 59,2025,male,2004.0
Общо за страната,50 - 59,2025,female,1489.0
Общо за страната,60 +,2010,male,481.0
Общо за страната,60 +,2010,female,246.0
Общо за страната,60 +,2011,male,520.0
Общо за страната,60 +,2011,female,275.0
Общо за страната,60 +,2012,male,603.0
Общо за страната,60 +,2012,female,316.0
Общо за страната,60 +,2013,male,609.0
Общо за страната,60 +,2013,female,323.0
Общо за страната,60 +,2014,male,703.0
Общо за страната,60 +,2014,female,397.0
Общо за страната,60 +,2015,male,673.0
Общо за страната,60 +,2015,female,367.0
Общо за страната,60 +,2016,male,758.0
Общо за страната,60 +,2016,female,454.0
Общо за страната,60 +,2017,male,774.0
Общо за страната,60 +,2017,female,423.0
Общо за страната,60 +,2018,male,867.0
Общо за страната,60 +,2018,female,489.0
Общо за страната,60 +,2019,male,922.0
Общо за страната,60 +,2019,female,535.0
Общо за страната,60 +,2020,male,829.0
Общо за страната,60 +,2020,female,500.0
Общо за страната,60 +,2021,male,880.0
Общо за страната,60 +,2021,female,528.0
Общо за страната,60 +,2022,male,994.0
Общо за страната,60 +,2022,female,560.0
Общо за страната,60 +,2023,male,1000.0
Общо за страната,60 +,2023,female,641.0
Общо за страната,60 +,2024,male,945.0
Общо за страната,60 +,2024,female,580.0
Общо за страната,60 +,2025,male,957.0
Общо за страната,60 +,2025,female,605.0
Благоевград,Под 20,2012,male,
Благоевград,Под 20,2012,female,2.0
Благоевград,Под 20,2013,male,
Благоевград,Под 20,2013,female,2.0
Благоевград,Под 20,2014,male,
Благоевград,Под 20,2014,female,3.0
Благоевград,Под 20,2017,male,
Благоевград,Под 20,2017,female,6.0
Благоевград,Под 20,2018,male,
Благоевград,Под 20,2018,female,1.0
Благоевград,Под 20,2019,male,
Благоевград,Под 20,2019,female,4.0
Благоевград,Под 20,2020,male,
Благоевград,Под 20,2020,female,1.0
Благоевград,Под 20,2022,male,1.0
Благоевград,Под 20,2022,female,1.0
Благоевград,Под 20,2023,male,1.0
Благоевград,Под 20,2023,female,3.0
Благоевград,Под 20,2024,male,
Благоевград,Под 20,2024,female,2.0
Благоевград,Под 20,2025,male,
Благоевград,Под 20,2025,female,1.0
Благоевград,20 - 24,2010,male,3.0
Благоевград,20 - 24,2010,female,27.0
Благоевград,20 - 24,2011,male,4.0
Благоевград,20 - 24,2011,female,22.0
Благоевград,20 - 24,2012,male,15.0
Благоевград,20 - 24,2012,female,57.0
Благоевград,20 - 24,2013,male,10.0
Благоевград,20 - 24,2013,female,30.0
Благоевград,20 - 24,2014,male,9.0
Благоевград,20 - 24,2014,female,17.0
Благоевград,20 - 24,2015,male,6.0
Благоевград,20 - 24,2015,female,23.0
Благоевград,20 - 24,2016,male,6.0
Благоевград,20 - 24,2016,female,19.0
Благоевград,20 - 24,2017,male,16.0
Благоевград,20 - 24,2017,female,33.0
Благоевград,20 - 24,2018,male,3.0
Благоевград,20 - 24,2018,female,15.0
Благоевград,20 - 24,2019,male,10.0
Благоевград,20 - 24,2019,female,12.0
Благоевград,20 - 24,2020,male,4.0
Благоевград,20 - 24,2020,female,13.0
Благоевград,20 - 24,2021,male,7.0
Благоевград,20 - 24,2021,female,16.0
Благоевград,20 - 24,2022,male,2.0
Благоевград,20 - 24,2022,female,15.0
Благоевград,20 - 24,2023,male,4.0
Благоевград,20 - 24,2023,female,13.0
Благоевград,20 - 24,2024,male,5.0
Благоевград,20 - 24,2024,female,22.0
Благоевград,20 - 24,2025,male,4.0
Благоевград,20 - 24,2025,female,12.0
Благоевград,25 - 29,2010,male,53.0
Благоевград,25 - 29,2010,female,72.0
Благоевград,25 - 29,2011,male,28.0
Благоевград,25 - 29,2011,female,53.0
Благоевград,25 - 29,2012,male,75.0
Благоевград,25 - 29,2012,female,94.0
Благоевград,25 - 29,2013,male,37.0
Благоевград,25 - 29,2013,female,81.0
Благоевград,25 - 29,2014,male,29.0
Благоевград,25 - 29,2014,female,68.0
Благоевград,25 - 29,2015,male,43.0
Благоевград,25 - 29,2015,female,77.0
Благоевград,25 - 29,2016,male,33.0
Благоевград,25 - 29,2016,female,63.0
Благоевград,25 - 29,2017,male,35.0
Благоевград,25 - 29,2017,female,64.0
Благоевград,25 - 29,2018,male,32.0
Благоевград,25 - 29,2018,female,50.0
Благоевград,25 - 29,2019,male,25.0
Благоевград,25 - 29,2019,female,55.0
Благоевград,25 - 29,2020,male,13.0
Благоевград,25 - 29,2020,female,35.0
Благоевград,25 - 29,2021,male,34.0
Благоевград,25 - 29,2021,female,62.0
Благоевград,25 - 29,2022,male,19.0
Благоевград,25 - 29,2022,female,43.0
Благоевград,25 - 29,2023,male,19.0
Благоевград,25 - 29,2023,female,23.0
Благоевград,25 - 29,2024,male,22.0
Благоевград,25 - 29,2024,female,24.0
Благоевград,25 - 29,2025,male,13.0
Благоевград,25 - 29,2025,female,28.0
Благоевград,30 - 34,2010,male,62.0
Благоевград,30 - 34,2010,female,91.0
Благоевград,30 - 34,2011,male,53.0
Благоевград,30 - 34,2011,female,60.0
Благоевград,30 - 34,2012,male,90.0
Благоевград,30 - 34,2012,female,87.0
Благоевград,30 - 34,2013,male,63.0
Благоевград,30 - 34,2013,female,82.0
Благоевград,30 - 34,2014,male,64.0
Благоевград,30 - 34,2014,female,88.0
Благоевград,30 - 34,2015,male,75.0
Благоевград,30 - 34,2015,female,81.0
Благоевград,30 - 34,2016,male,66.0
Благоевград,30 - 34,2016,female,79.0
Благоевград,30 - 34,2017,male,70.0
Благоевград,30 - 34,2017,female,96.0
Благоевград,30 - 34,2018,male,48.0
Благоевград,30 - 34,2018,female,67.0
Благоевград,30 - 34,2019,male,69.0
Благоевград,30 - 34,2019,female,77.0
Благоевград,30 - 34,2020,male,37.0
Благоевград,30 - 34,2020,female,46.0
Благоевград,30 - 34,2021,male,62.0
Благоевград,30 - 34,2021,female,77.0
Благоевград,30 - 34,2022,male,39.0
Благоевград,30 - 34,2022,female,49.0
Благоевград,30 - 34,2023,male,44.0
Благоевград,30 - 34,2023,female,72.0
Благоевград,30 - 34,2024,male,34.0
Благоевград,30 - 34,2024,female,47.0
Благоевград,30 - 34,2025,male,37.0
Благоевград,30 - 34,2025,female,49.0
Благоевград,35 - 39,2010,male,92.0
Благоевград,35 - 39,2010,female,53.0
Благоевград,35 - 39,2011,male,77.0
Благоевград,35 - 39,2011,female,78.0
Благоевград,35 - 39,2012,male,79.0
Благоевград,35 - 39,2012,female,59.0
Благоевград,35 - 39,2013,male,77.0
Благоевград,35 - 39,2013,female,53.0
Благоевград,35 - 39,2014,male,89.0
Благоевград,35 - 39,2014,female,77.0
Благоевград,35 - 39,2015,male,71.0
Благоевград,35 - 39,2015,female,63.0
Благоевград,35 - 39,2016,male,76.0
Благоевград,35 - 39,2016,female,73.0
Благоевград,35 - 39,2017,male,100.0
Благоевград,35 - 39,2017,female,91.0
Благоевград,35 - 39,2018,male,55.0
Благоевград,35 - 39,2018,female,65.0
Благоевград,35 - 39,2019,male,58.0
Благоевград,35 - 39,2019,female,70.0
Благоевград,35 - 39,2020,male,63.0
Благоевград,35 - 39,2020,female,69.0
Благоевград,35 - 39,2021,male,69.0
Благоевград,35 - 39,2021,female,63.0
Благоевград,35 - 39,2022,male,61.0
Благоевград,35 - 39,2022,female,71.0
Благоевград,35 - 39,2023,male,64.0
Благоевград,35 - 39,2023,female,70.0
Благоевград,35 - 39,2024,male,53.0
Благоевград,35 - 39,2024,female,64.0
Благоевград,35 - 39,2025,male,58.0
Благоевград,35 - 39,2025,female,65.0
Благоевград,40 - 49,2010,male,82.0
Благоевград,40 - 49,2010,female,73.0
Благоевград,40 - 49,2011,male,105.0
Благоевград,40 - 49,2011,female,84.0
Благоевград,40 - 49,2012,male,108.0
Благоевград,40 - 49,2012,female,93.0
Благоевград,40 - 49,2013,male,125.0
Благоевград,40 - 49,2013,female,89.0
Благоевград,40 - 49,2014,male,139.0
Благоевград,40 - 49,2014,female,96.0
Благоевград,40 - 49,2015,male,113.0
Благоевград,40 - 49,2015,female,87.0
Благоевград,40 - 49,2016,male,141.0
Благоевград,40 - 49,2016,female,115.0
Благоевград,40 - 49,2017,male,161.0
Благоевград,40 - 49,2017,female,132.0
Благоевград,40 - 49,2018,male,152.0
Благоевград,40 - 49,2018,female,125.0
Благоевград,40 - 49,2019,male,145.0
Благоевград,40 - 49,2019,female,123.0
Благоевград,40 - 49,2020,male,120.0
Благоевград,40 - 49,2020,female,117.0
Благоевград,40 - 49,2021,male,129.0
Благоевград,40 - 49,2021,female,104.0
Благоевград,40 - 49,2022,male,124.0
Благоевград,40 - 49,2022,female,102.0
Благоевград,40 - 49,2023,male,139.0
Благоевград,40 - 49,2023,female,122.0
Благоевград,40 - 49,2024,male,101.0
Благоевград,40 - 49,2024,female,93.0
Благоевград,40 - 49,2025,male,124.0
Благоевград,40 - 49,2025,female,122.0
Благоевград,50 - 59,2010,male,43.0
Благоевград,50 - 59,2010,female,18.0
Благоевград,50 - 59,2011,male,49.0
Благоевград,50 - 59,2011,female,24.0
Благоевград,50 - 59,2012,male,41.0
Благоевград,50 - 59,2012,female,17.0
Благоевград,50 - 59,2013,male,57.0
Благоевград,50 - 59,2013,female,39.0
Благоевград,50 - 59,2014,male,35.0
Благоевград,50 - 59,2014,female,19.0
Благоевград,50 - 59,2015,male,44.0
Благоевград,50 - 59,2015,female,30.0
Благоевград,50 - 59,2016,male,54.0
Благоевград,50 - 59,2016,female,38.0
Благоевград,50 - 59,2017,male,73.0
Благоевград,50 - 59,2017,female,46.0
Благоевград,50 - 59,2018,male,65.0
Благоевград,50 - 59,2018,female,44.0
Благоевград,50 - 59,2019,male,68.0
Благоевград,50 - 59,2019,female,44.0
Благоевград,50 - 59,2020,male,84.0
Благоевград,50 - 59,2020,female,42.0
Благоевград,50 - 59,2021,male,60.0
Благоевград,50 - 59,2021,female,47.0
Благоевград,50 - 59,2022,male,78.0
Благоевград,50 - 59,2022,female,49.0
Благоевград,50 - 59,2023,male,73.0
Благоевград,50 - 59,2023,female,51.0
Благоевград,50 - 59,2024,male,75.0
Благоевград,50 - 59,2024,female,52.0
Благоевград,50 - 59,2025,male,93.0
Благоевград,50 - 59,2025,female,65.0
Благоевград,60 +,2010,male,5.0
Благоевград,60 +,2010,female,6.0
Благоевград,60 +,2011,male,12.0
Благоевград,60 +,2011,female,7.0
Благоевград,60 +,2012,male,10.0
Благоевград,60 +,2012,female,9.0
Благоевград,60 +,2013,male,14.0
Благоевград,60 +,2013,female,7.0
Благоевград,60 +,2014,male,10.0
Благоевград,60 +,2014,female,7.0
Благоевград,60 +,2015,male,21.0
Благоевград,60 +,2015,female,12.0
Благоевград,60 +,2016,male,19.0
Благоевград,60 +,2016,female,8.0
Благоевград,60 +,2017,male,21.0
Благоевград,60 +,2017,female,8.0
Благоевград,60 +,2018,male,19.0
Благоевград,60 +,2018,female,7.0
Благоевград,60 +,2019,male,20.0
Благоевград,60 +,2019,female,10.0
Благоевград,60 +,2020,male,19.0
Благоевград,60 +,2020,female,17.0
Благоевград,60 +,2021,male,32.0
Благоевград,60 +,2021,female,24.0
Благоевград,60 +,2022,male,29.0
Благоевград,60 +,2022,female,23.0
Благоевград,60 +,2023,male,37.0
Благоевград,60 +,2023,female,27.0
Благоевград,60 +,2024,male,26.0
Благоевград,60 +,2024,female,12.0
Благоевград,60 +,2025,male,29.0
Благоевград,60 +,2025,female,16.0
Бургас,Под 20,2010,male,
Бургас,Под 20,2010,female,4.0
Бургас,Под 20,2012,male,1.0
Бургас,Под 20,2012,female,2.0
Бургас,Под 20,2013,male,
Бургас,Под 20,2013,female,1.0
Бургас,Под 20,2015,male,
Бургас,Под 20,2015,female,2.0
Бургас,Под 20,2016,male,
Бургас,Под 20,2016,female,2.0
Бургас,Под 20,2017,male,
Бургас,Под 20,2017,female,3.0
Бургас,Под 20,2018,male,
Бургас,Под 20,2018,female,5.0
Бургас,Под 20,2019,male,
Бургас,Под 20,2019,female,9.0
Бургас,Под 20,2020,male,
Бургас,Под 20,2020,female,5.0
Бургас,Под 20,2021,male,1.0
Бургас,Под 20,2021,female,6.0
Бургас,Под 20,2022,male,
Бургас,Под 20,2022,female,3.0
Бургас,Под 20,2023,male,2.0
Бургас,Под 20,2023,female,6.0
Бургас,Под 20,2024,male,
Бургас,Под 20,2024,female,6.0
Бургас,Под 20,2025,male,
Бургас,Под 20,2025,female,5.0
Бургас,20 - 24,2010,male,10.0
Бургас,20 - 24,2010,female,33.0
Бургас,20 - 24,2011,male,6.0
Бургас,20 - 24,2011,female,34.0
Бургас,20 - 24,2012,male,12.0
Бургас,20 - 24,2012,female,40.0
Бургас,20 - 24,2013,male,6.0
Бургас,20 - 24,2013,female,34.0
Бургас,20 - 24,2014,male,4.0
Бургас,20 - 24,2014,female,28.0
Бургас,20 - 24,2015,male,6.0
Бургас,20 - 24,2015,female,22.0
Бургас,20 - 24,2016,male,7.0
Бургас,20 - 24,2016,female,22.0
Бургас,20 - 24,2017,male,9.0
Бургас,20 - 24,2017,female,22.0
Бургас,20 - 24,2018,male,9.0
Бургас,20 - 24,2018,female,24.0
Бургас,20 - 24,2019,male,10.0
Бургас,20 - 24,2019,female,33.0
Бургас,20 - 24,2020,male,10.0
Бургас,20 - 24,2020,female,24.0
Бургас,20 - 24,2021,male,13.0
Бургас,20 - 24,2021,female,26.0
Бургас,20 - 24,2022,male,14.0
Бургас,20 - 24,2022,female,31.0
Бургас,20 - 24,2023,male,13.0
Бургас,20 - 24,2023,female,21.0
Бургас,20 - 24,2024,male,12.0
Бургас,20 - 24,2024,female,17.0
Бургас,20 - 24,2025,male,10.0
Бургас,20 - 24,2025,female,21.0
Бургас,25 - 29,2010,male,63.0
Бургас,25 - 29,2010,female,116.0
Бургас,25 - 29,2011,male,54.0
Бургас,25 - 29,2011,female,95.0
Бургас,25 - 29,2012,male,50.0
Бургас,25 - 29,2012,female,100.0
Бургас,25 - 29,2013,male,59.0
Бургас,25 - 29,2013,female,111.0
Бургас,25 - 29,2014,male,39.0
Бургас,25 - 29,2014,female,75.0
Бургас,25 - 29,2015,male,33.0
Бургас,25 - 29,2015,female,88.0
Бургас,25 - 29,2016,male,27.0
Бургас,25 - 29,2016,female,62.0
Бургас,25 - 29,2017,male,36.0
Бургас,25 - 29,2017,female,71.0
Бургас,25 - 29,2018,male,38.0
Бургас,25 - 29,2018,female,68.0
Бургас,25 - 29,2019,male,37.0
Бургас,25 - 29,2019,female,62.0
Бургас,25 - 29,2020,male,36.0
Бургас,25 - 29,2020,female,55.0
Бургас,25 - 29,2021,male,36.0
Бургас,25 - 29,2021,female,53.0
Бургас,25 - 29,2022,male,36.0
Бургас,25 - 29,2022,female,62.0
Бургас,25 - 29,2023,male,31.0
Бургас,25 - 29,2023,female,52.0
Бургас,25 - 29,2024,male,21.0
Бургас,25 - 29,2024,female,46.0
Бургас,25 - 29,2025,male,32.0
Бургас,25 - 29,2025,female,53.0
Бургас,30 - 34,2010,male,121.0
Бургас,30 - 34,2010,female,143.0
Бургас,30 - 34,2011,male,117.0
Бургас,30 - 34,2011,female,147.0
Бургас,30 - 34,2012,male,117.0
Бургас,30 - 34,2012,female,143.0
Бургас,30 - 34,2013,male,125.0
Бургас,30 - 34,2013,female,145.0
Бургас,30 - 34,2014,male,101.0
Бургас,30 - 34,2014,female,139.0
Бургас,30 - 34,2015,male,81.0
Бургас,30 - 34,2015,female,99.0
Бургас,30 - 34,2016,male,63.0
Бургас,30 - 34,2016,female,94.0
Бургас,30 - 34,2017,male,86.0
Бургас,30 - 34,2017,female,129.0
Бургас,30 - 34,2018,male,79.0
Бургас,30 - 34,2018,female,123.0
Бургас,30 - 34,2019,male,71.0
Бургас,30 - 34,2019,female,103.0
Бургас,30 - 34,2020,male,58.0
Бургас,30 - 34,2020,female,91.0
Бургас,30 - 34,2021,male,67.0
Бургас,30 - 34,2021,female,106.0
Бургас,30 - 34,2022,male,69.0
Бургас,30 - 34,2022,female,87.0
Бургас,30 - 34,2023,male,65.0
Бургас,30 - 34,2023,female,89.0
Бургас,30 - 34,2024,male,44.0
Бургас,30 - 34,2024,female,68.0
Бургас,30 - 34,2025,male,59.0
Бургас,30 - 34,2025,female,90.0
Бургас,35 - 39,2010,male,151.0
Бургас,35 - 39,2010,female,159.0
Бургас,35 - 39,2011,male,162.0
Бургас,35 - 39,2011,female,159.0
Бургас,35 - 39,2012,male,165.0
Бургас,35 - 39,2012,female,155.0
Бургас,35 - 39,2013,male,158.0
Бургас,35 - 39,2013,female,165.0
Бургас,35 - 39,2014,male,156.0
Бургас,35 - 39,2014,female,148.0
Бургас,35 - 39,2015,male,119.0
Бургас,35 - 39,2015,female,135.0
Бургас,35 - 39,2016,male,128.0
Бургас,35 - 39,2016,female,132.0
Бургас,35 - 39,2017,male,133.0
Бургас,35 - 39,2017,female,128.0
Бургас,35 - 39,2018,male,128.0
Бургас,35 - 39,2018,female,130.0
Бургас,35 - 39,2019,male,127.0
Бургас,35 - 39,2019,female,132.0
Бургас,35 - 39,2020,male,87.0
Бургас,35 - 39,2020,female,94.0
Бургас,35 - 39,2021,male,97.0
Бургас,35 - 39,2021,female,108.0
Бургас,35 - 39,2022,male,93.0
Бургас,35 - 39,2022,female,115.0
Бургас,35 - 39,2023,male,93.0
Бургас,35 - 39,2023,female,97.0
Бургас,35 - 39,2024,male,87.0
Бургас,35 - 39,2024,female,108.0
Бургас,35 - 39,2025,male,91.0
Бургас,35 - 39,2025,female,84.0
Бургас,40 - 49,2010,male,193.0
Бургас,40 - 49,2010,female,131.0
Бургас,40 - 49,2011,male,215.0
Бургас,40 - 49,2011,female,157.0
Бургас,40 - 49,2012,male,185.0
Бургас,40 - 49,2012,female,150.0
Бургас,40 - 49,2013,male,239.0
Бургас,40 - 49,2013,female,183.0
Бургас,40 - 49,2014,male,233.0
Бургас,40 - 49,2014,female,197.0
