dataset,year,territory_raw,territory_level,oblast,municipality,metric,value,source_file
divorces_by_residence,2023,Велико Търново,oblast,Велико Търново,,total,295.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2023,Велико Търново,oblast,Велико Търново,,urban,210.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2023,Велико Търново,oblast,Велико Търново,,rural,85.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2024,Велико Търново,oblast,Велико Търново,,total,277.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2024,Велико Търново,oblast,Велико Търново,,urban,209.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2024,Велико Търново,oblast,Велико Търново,,rural,68.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2025,Велико Търново,oblast,Велико Търново,,total,263.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2025,Велико Търново,oblast,Велико Търново,,urban,181.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2025,Велико Търново,oblast,Велико Търново,,rural,82.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2010,Видин,oblast,Видин,,total,139.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2010,Видин,oblast,Видин,,urban,115.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2010,Видин,oblast,Видин,,rural,24.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2011,Видин,oblast,Видин,,total,123.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2011,Видин,oblast,Видин,,urban,97.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2011,Видин,oblast,Видин,,rural,26.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2012,Видин,oblast,Видин,,total,136.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2012,Видин,oblast,Видин,,urban,102.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2012,Видин,oblast,Видин,,rural,34.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2013,Видин,oblast,Видин,,total,133.0,Pop_4.2.1._Divorces_DR.xlsx
